bird_reference	bird_shorthand	bird_shorthand_pt
3055	AAOF	AA.OF
3056	AUON	AUO.N
3057	AVOB	AV.OB
3058	AUOH	A.UOH
3059	AUOL	A.UOL
3060	AUOM	AU.OM
3061	AUOP	A.UOP
3062	AUOR	AU.OR
3063	AUOU	AU.OU
3064	AUOW	A.UOW
3065	RVAZ	R.VAZ
3066	CROW	C.ROW
3067	CVON	CVO.N
3068	CZOM	CZ.OM
3069	CGOL	C.GOL
3070	CUOS	CUO.S
3071	BROA	B.ROA
3072	BMOU	B.MOU
3073	BJOC	BJO.C
3074	ZJAR	ZJ.AR
3075	ZHAF	ZH.AF
3076	ANOT	A.NOT
3077	BBON	BBO.N
3078	BDOW	B.DOW
3079	BTOF	BT.OF
3080	BJOZ	B.JOZ
3081	CDOZ	C.DOZ
3082	CJOF	CJ.OF
3083	CLOA	C.LOA
3084	CNOL	CN.OL
3085	CUOJ	CU.OJ
3086	CZOL	C.ZOL
3087	CZON	CZO.N
3088	BZOJ	BZ.OJ
3089	CMOM	C.MOM
3090	CJOP	C.JOP
3091	ZHAN	ZHA.N
3092	BZOZ	B.ZOZ
3093	CCOF	CC.OF
3094	CVOS	CVO.S
3095	CPOJ	CP.OJ
3096	AABJ	AABJ
3097	CPOW	C.POW
3098	BHOK	BHO.K
3099	CSOF	CS.OF
3100	CAOV	CAO.V
3101	BABA	BABA
3102	BABB	BABB
3103	BABC	BABC
3104	BABD	BABD
3105	BABE	BABE
3106	BABF	BABF
3107	AGOU	AG.OU
3108	ANOG	ANO.G
3109	CJOS	CJO.S
3110	ZXAZ	Z.XAZ
3111	CWOW	C.WOW
3112	CGOH	C.GOH
3113	CGOA	C.GOA
3114	CMOH	C.MOH
3115	CROS	CRO.S
3116	BABI	BABI
3117	BZOC	BZO.C
3118	BABJ	BABJ
3119	BABL	BABL
3120	CFOP	C.FOP
3121	CDOJ	CD.OJ
3122	BLOK	BLO.K
3123	CAOR	CA.OR
3124	ZJAN	ZJA.N
3125	BVOR	BV.OR
3126	BABM	BABM
3127	MSAA	M.SAA
3128	BKOV	BKO.V
3129	BFOA	B.FOA
3130	ZKAV	ZKA.V
3131	CTOZ	C.TOZ
3132	CROU	CR.OU
3133	EATU	EATU
3134	EAXA	EAXA
3135	APOX	AP.OX
3136	RUAV	RUA.V
3137	ZLAM	ZL.AM
3138	AMOF	AM.OF
3139	ASOG	ASO.G
3140	AZOC	AZO.C
3141	AZOJ	AZ.OJ
3142	CLOH	C.LOH
3143	AZON	AZO.N
3144	AZOR	AZ.OR
3145	AZOV	AZO.V
3146	ZHAC	ZHA.C
3147	CBOV	CBO.V
3148	CVOL	C.VOL
3149	ZHAM	ZH.AM
3150	CTOC	CTO.C
3151	CBOT	C.BOT
3152	ZHAA	Z.HAA
3153	CNOU	CN.OU
3154	AABK	AABK
3155	AABL	AABL
3156	AABM	AABM
3157	AABN	AABN
3158	AABO	AABO
3159	AABP	AABP
3160	AABQ	AABQ
3161	AABR	AABR
3162	AABS	AABS
3163	AABT	AABT
3164	AABU	AABU
3165	AABV	AABV
3166	AABW	AABW
3167	AABX	AABX
3168	AABY	AABY
3169	AABZ	AABZ
3170	CUON	CUO.N
3171	EAXE	EAXE
3172	CFOA	C.FOA
3173	BCON	BCO.N
3174	BHOD	B.HOD
3175	CUOW	C.UOW
3176	BJOB	BJ.OB
3177	BCOB	BC.OB
3178	CZOT	C.ZOT
3179	BAOW	B.AOW
3180	PSAZ	P.SAZ
3181	CJOZ	C.JOZ
3182	BKOA	B.KOA
3183	CLOD	C.LOD
3184	CVOM	CV.OM
3185	CKOW	C.KOW
3186	CHOK	CHO.K
3187	BMOA	B.MOA
3188	BBOU	BB.OU
3189	CPOS	CPO.S
3190	CLOP	C.LOP
3191	BLOW	B.LOW
3192	CFOH	C.FOH
3193	BGOS	BGO.S
3194	CZOU	CZ.OU
3195	CKOT	C.KOT
3196	CPON	CPO.N
3197	BVOD	B.VOD
3198	CBON	CBO.N
3199	PTAU	P.TAU
3200	BFOM	BF.OM
3201	CVOV	CVO.V
3202	CLOJ	CL.OJ
3203	CAOC	CAO.C
3204	BCOV	BCO.V
3205	BTOT	B.TOT
3206	CROR	CR.OR
3207	CKOL	C.KOL
3208	CVOW	C.VOW
3209	CMOR	C.MOR
3210	BDOU	BD.OU
3211	BKOR	BK.OR
3212	CLOU	CL.OU
3213	CNOW	CN.OW
3214	CDOU	CD.OU
3215	CJOB	CJ.OB
3216	CROG	CRO.G
3217	CGOW	C.GOW
3218	BDOS	BDO.S
3219	CWOZ	C.WOZ
3220	CFOG	CFO.G
3221	CZOD	C.ZOD
3222	BABQ	BABQ
3223	CVOJ	CV.OJ
3224	CUOC	CUO.C
3225	BKOH	B.KOH
3226	CVOG	CVO.G
3227	CUOK	CUO.K
3228	BVOT	B.VOT
3229	BMOF	B.MOF
3230	CZOW	C.ZOW
3231	BAOF	BA.OF
3232	CJOJ	CJ.OJ
3233	CMOL	C.MOL
3234	CWOK	CWO.K
3235	CAOK	CAO.K
3236	CJOV	CJO.V
3237	CTOU	CT.OU
3238	CCOR	CC.OR
3239	CSOG	CSO.G
3240	PWAL	PWA.L
3241	ZKAW	Z.KAW
3242	CLOL	C.LOL
3243	ZYAH	Z.YAH
3244	ZYAJ	ZY.AJ
3245	ZYAR	ZY.AR
3246	ZYAS	ZYA.S
3247	ZYAW	Z.YAW
3248	ZZAF	ZZ.AF
3249	ZZAH	Z.ZAH
3250	ZZAL	Z.ZAL
3251	ZZAN	ZZA.N
3252	ZZAV	ZZA.V
3253	ZZAW	Z.ZAW
3254	LJAW	L.JAW
3255	MHAD	MHA.D
3256	MUAL	MU.AL
3257	NAAT	N.AAT
3258	NAAU	NA.AU
3259	NAAV	NAA.V
3260	NAAW	N.AAW
3261	NCAA	NC.AA
3262	NCAB	NCA.B
3263	NCAC	N.CAC
3264	NCAD	NC.AD
3265	NCAF	NCA.F
3266	NCAG	N.CAG
3267	NCAH	NC.AH
3268	NCAJ	NCA.J
3269	NCAK	N.CAK
3270	NCAL	NC.AL
3271	NDAB	ND.AB
3272	NDAT	N.DAT
3273	NDAU	ND.AU
3274	NDAV	NDA.V
3275	NDAW	N.DAW
3276	NDAX	ND.AX
3277	NDAZ	N.DAZ
3278	NFAK	NF.AK
3279	NJAU	N.JAU
3280	NJAV	NJ.AV
3281	NJAW	NJA.W
3282	NJAX	N.JAX
3283	NJAZ	NJA.Z
3284	NMAL	NMA.L
3285	NMAW	NMA.W
3286	NTAB	NT.AB
3287	NUAL	NUA.L
3288	NVAT	NV.AT
3289	PAAV	PA.AV
3290	PAAZ	PAA.Z
3291	PDAV	PD.AV
3292	PLAA	PLA.A
3293	PLAB	PLAB
3294	PLAC	PL.AC
3295	PLAD	PLA.D
3296	PLAG	PL.AG
3297	PLAH	PLA.H
3298	PLAJ	P.LAJ
3299	PLAK	PL.AK
3300	PLAZ	PLA.Z
3301	SCAZ	SCA.Z
3302	SFAW	SFA.W
3303	SGAP	SG.AP
3304	BABU	BABU
3305	RWAJ	RW.AJ
3306	BAOJ	BA.OJ
3307	ZAAX	ZA.AX
3308	CNOC	CN.OC
3309	ZMAA	Z.MAA
3310	ZMAN	ZMA.N
3311	ZMAP	Z.MAP
3312	ZMAV	ZMA.V
3313	ZNAB	ZN.AB
3314	ZNAJ	ZN.AJ
3315	ZNAM	ZN.AM
3316	ZNAR	ZN.AR
3317	ZNAS	ZNA.S
3318	ZNAT	Z.NAT
3319	ZNAX	ZN.AX
3320	SWAF	SW.AF
3321	SWAG	SWA.G
3322	SWAK	SWA.K
3323	SWAL	S.WAL
3324	SWAM	SW.AM
3325	SWAN	SWA.N
3326	SWAR	SW.AR
3327	SWAS	SWA.S
3328	SWAT	S.WAT
3329	SWAW	S.WAW
3330	SWAY	SWA.Y
3331	SWAZ	SW.AZ
3332	SYAB	SYA.B
3333	SYAC	S.YAC
3334	SYAD	SY.AD
3335	SYAF	SYA.F
3336	SYAG	S.YAG
3337	SYAH	SY.AH
3338	SYAJ	SYA.J
3339	TAAG	T.AAG
3340	TDAW	TD.AW
3341	TRAL	T.RAL
3342	TSAC	TS.AC
3343	TSAD	TSA.D
3344	TSAF	T.SAF
3345	TSAG	TS.AG
3346	TSAH	TSA.H
3347	TSAN	TS.AN
3348	TSAR	T.SAR
3349	TSAS	TS.AS
3350	TSAU	T.SAU
3351	TSAW	TSA.W
3352	TSAX	TSA.X
3353	UZAC	UZA.C
3354	YFAG	YFA.G
3355	YTAA	Y.TAA
3356	YTAG	YTA.G
3357	YTAJ	YT.AJ
3358	YTAK	YTA.K
3359	YTAP	Y.TAP
3360	YTAX	YT.AX
3361	YUAB	YU.AB
3362	YVAJ	YV.AJ
3363	YVAX	YV.AX
3364	YWAU	YW.AU
3365	YWAW	Y.WAW
3366	EX07	EX07
3367	MDAN	MD.AN
3368	MDAS	MD.AS
3369	MFAN	M.FAN
3370	MFAR	MFA.R
3371	MLAK	ML.AK
3372	MUAM	MUA.M
3373	MVAZ	M.VAZ
3374	NCAM	NCA.M
3375	NCAN	N.CAN
3376	NCAP	NC.AP
3377	NCAR	NCA.R
3378	NCAS	N.CAS
3379	NCAT	NC.AT
3380	NCAU	NCA.U
3381	NCAV	N.CAV
3382	NCAW	NC.AW
3383	NCAX	NCA.X
3384	NCAZ	NC.AZ
3385	NHAA	N.HAA
3386	NHAB	NH.AB
3387	NHAC	NHA.C
3388	NHAD	N.HAD
3389	NHAF	NH.AF
3390	NHAG	NHA.G
3391	NHAH	N.HAH
3392	NHAJ	NH.AJ
3393	NHAK	NHA.K
3394	NHAL	N.HAL
3395	NHAM	NH.AM
3396	NHAN	NHA.N
3397	NHAP	N.HAP
3398	NHAR	NH.AR
3399	NHAS	NHA.S
3400	NHAT	N.HAT
3401	NHAU	NH.AU
3402	NHAV	NHA.V
3403	NHAW	N.HAW
3404	NMAD	NMA.D
3405	NNAP	NN.AP
3406	NNAW	NN.AW
3407	NRAA	NRA.A
3408	NRAB	N.RAB
3409	NRAC	NR.AC
3410	NRAD	NRA.D
3411	NRAF	N.RAF
3412	NRAG	NR.AG
3413	NRAH	NRA.H
3414	NRAK	NR.AK
3415	NRAL	NRA.L
3416	NTAH	N.TAH
3417	NTAJ	NT.AJ
3418	NTAK	NTA.K
3419	NTAM	NT.AM
3420	NTAN	NTA.N
3421	NTAP	N.TAP
3422	NTAR	NT.AR
3423	NTAS	NTA.S
3424	NTAT	N.TAT
3425	NTAU	NT.AU
3426	NTAV	NTA.V
3427	NTAW	N.TAW
3428	NTAX	NT.AX
3429	NUAX	N.UAX
3430	NVAV	N.VAV
3431	NVAW	NV.AW
3432	NVAZ	NV.AZ
3433	PAAN	PA.AN
3434	PAAR	P.AAR
3435	PAAS	PA.AS
3436	PAAT	PAA.T
3437	PAAU	P.AAU
3438	PAAW	PAA.W
3439	PAAX	P.AAX
3440	PCAP	P.CAP
3441	PFAB	PFA.B
3442	PFAC	P.FAC
3443	PFAF	PFA.F
3444	PFAG	P.FAG
3445	PFAH	PF.AH
3446	PFAJ	PFA.J
3447	PFAK	P.FAK
3448	PFAL	PF.AL
3449	PFAV	P.FAV
3450	PFAW	PF.AW
3451	PFAX	PFA.X
3452	PFAZ	PF.AZ
3453	PJAC	P.JAC
3454	PJAD	PJ.AD
3455	PJAF	PJA.F
3456	PJAG	P.JAG
3457	PJAH	PJ.AH
3458	PJAJ	PJA.J
3459	PJAK	P.JAK
3460	PLAM	P.LAM
3461	PLAY	PL.AY
3462	PRAY	P.RAY
3463	PSAY	PSA.Y
3464	SJAY	SJ.AY
3465	SVAW	SV.AW
3466	LFAZ	L.FAZ
3467	MAAC	MA.AC
3468	MAAF	M.AAF
3469	MAAH	MAA.H
3470	MAAJ	M.AAJ
3471	MAAK	MA.AK
3472	MAAL	MAA.L
3473	MAAP	MAA.P
3474	MAAR	M.AAR
3475	MAAT	MAA.T
3476	MAAU	M.AAU
3477	MAAV	MA.AV
3478	MAAX	M.AAX
3479	MAAZ	MAA.Z
3480	MDAK	MD.AK
3481	MDAM	M.DAM
3482	MLAA	MLA.A
3483	MLAB	M.LAB
3484	MLAM	M.LAM
3485	MLAS	ML.AS
3486	MLAW	MLA.W
3487	MMAB	MMA.B
3488	MMAM	MMA.M
3489	MMAR	MMA.R
3490	MNAG	MNA.G
3491	MNAJ	MN.AJ
3492	MNAL	M.NAL
3493	MNAT	M.NAT
3494	NAAS	NAA.S
3495	NFAB	N.FAB
3496	NFAC	NF.AC
3497	NFAD	NFA.D
3498	NFAF	N.FAF
3499	NFAG	NF.AG
3500	NJAA	NJA.A
3501	NJAB	N.JAB
3502	NJAC	NJ.AC
3503	NJAD	NJA.D
3504	NJAF	N.JAF
3505	NJAG	NJ.AG
3506	NJAH	NJA.H
3507	NJAJ	N.JAJ
3508	NJAK	NJ.AK
3509	NJAL	NJA.L
3510	NJAM	N.JAM
3511	NJAN	NJ.AN
3512	NJAP	NJA.P
3513	NJAR	N.JAR
3514	NJAS	NJ.AS
3515	NJAT	NJA.T
3516	NLAF	NL.AF
3517	NLAG	NLA.G
3518	NLAH	N.LAH
3519	NLAJ	NL.AJ
3520	NLAK	NLA.K
3521	NLAL	N.LAL
3522	NLAM	NL.AM
3523	NLAN	NLA.N
3524	NRAM	N.RAM
3525	NRAN	NR.AN
3526	NRAP	NRA.P
3527	NRAR	N.RAR
3528	NRAS	NR.AS
3529	NRAT	NRA.T
3530	NRAU	N.RAU
3531	NRAV	NR.AV
3532	NRAW	NRA.W
3533	NRAX	N.RAX
3534	NRAZ	NRA.Z
3535	NSAA	NS.AA
3536	NSAB	NSA.B
3537	NSAC	N.SAC
3538	NSAD	NS.AD
3539	NSAG	N.SAG
3540	NSAJ	NSA.J
3541	NSAM	NSA.M
3542	NSAN	N.SAN
3543	NSAP	NS.AP
3544	NSAR	NSA.R
3545	NSAZ	NS.AZ
3546	NUAU	N.UAU
3547	PAAA	PAA.A
3548	PAAB	P.AAB
3549	PDAA	PDA.A
3550	PDAB	P.DAB
3551	PDAC	PD.AC
3552	PDAD	PDA.D
3553	PDAF	P.DAF
3554	PDAG	PD.AG
3555	PDAH	PDA.H
3556	PDAJ	P.DAJ
3557	PDAL	PDA.L
3558	PDAM	P.DAM
3559	PDAN	PD.AN
3560	PKAY	PKA.Y
3561	GMAP	GMA.P
3562	LZAB	LZA.B
3563	LZAC	L.ZAC
3564	LZAH	LZ.AH
3565	LZAL	LZ.AL
3566	MDAL	MDA.L
3567	MKAG	MKA.G
3568	MKAW	M.KAW
3569	MMAC	M.MAC
3570	MMAG	M.MAG
3571	MNAA	M.NAA
3572	MWAA	MWA.A
3573	MWAV	MW.AV
3574	NAAX	NA.AX
3575	NDAA	N.DAA
3576	NFAH	NFA.H
3577	NKAA	NK.AA
3578	NKAB	NKA.B
3579	NKAC	N.KAC
3580	NKAD	NK.AD
3581	NKAF	NKA.F
3582	NKAG	N.KAG
3583	NKAH	NK.AH
3584	NKAK	N.KAK
3585	NKAL	NK.AL
3586	NKAM	NKA.M
3587	NKAN	N.KAN
3588	NKAP	NK.AP
3589	NKAR	NKA.R
3590	NKAS	N.KAS
3591	NKAT	NK.AT
3592	NKAU	NKA.U
3593	NKAV	N.KAV
3594	NKAW	NK.AW
3595	NKAX	NKA.X
3596	NKAZ	NK.AZ
3597	NTAA	N.TAA
3598	NTAC	NTA.C
3599	NTAD	N.TAD
3600	NTAF	NT.AF
3601	NTAG	NTA.G
3602	NTAZ	N.TAZ
3603	NUAN	NU.AN
3604	NYAK	N.YAK
3605	NYAL	NY.AL
3606	NYAM	NYA.M
3607	NYAN	N.YAN
3608	NYAP	NY.AP
3609	NYAR	NYA.R
3610	NYAS	N.YAS
3611	NYAT	NY.AT
3612	NYAU	NYA.U
3613	NYAV	N.YAV
3614	NYAW	NY.AW
3615	NYAX	NYA.X
3616	NYAZ	NY.AZ
3617	PAAC	PA.AC
3618	PAAD	PAA.D
3619	PAAF	P.AAF
3620	PAAG	PA.AG
3621	PAAH	PAA.H
3622	PAAJ	P.AAJ
3623	PBAA	PB.AA
3624	PBAB	PBA.B
3625	PBAC	P.BAC
3626	PBAD	PB.AD
3627	PBAF	PBA.F
3628	PBAG	P.BAG
3629	PBAH	PB.AH
3630	PBAJ	PBA.J
3631	PBAK	P.BAK
3632	PBAL	PB.AL
3633	PBAM	PBA.M
3634	PBAN	P.BAN
3635	PBAP	PB.AP
3636	PBAR	PBA.R
3637	PBAS	P.BAS
3638	PBAW	PB.AW
3639	PBAX	PBA.X
3640	PBAZ	PB.AZ
3641	PHAA	PHA.A
3642	PHAB	P.HAB
3643	PHAC	PH.AC
3644	PHAD	PHA.D
3645	PHAF	P.HAF
3646	PHAG	PH.AG
3647	PHAH	PHA.H
3648	PHAJ	P.HAJ
3649	PHAK	PH.AK
3650	PHAL	PHA.L
3651	PHAM	P.HAM
3652	PHAN	PH.AN
3653	PHAP	PHA.P
3654	PHAR	P.HAR
3655	PHAS	PH.AS
3656	PHAT	PHA.T
3657	PHAU	P.HAU
3658	PHAV	PH.AV
3659	PHAW	PHA.W
3660	PHAX	P.HAX
3661	CUAH	CUA.H
3662	CVAF	CVA.F
3663	HBAA	HBA.A
3664	HBAB	H.BAB
3665	HBAC	HB.AC
3666	HBAD	HBA.D
3667	HBAF	H.BAF
3668	HBAG	HB.AG
3669	KJAH	KJ.AH
3670	KUAP	KU.AP
3671	KUAR	KU.AR
3672	KUAU	KU.AU
3673	KUAV	KU.AV
3674	LDAU	LDA.U
3675	LTAA	LT.AA
3676	LTAC	L.TAC
3677	LTAD	LT.AD
3678	LTAF	LTA.F
3679	LTAH	LT.AH
3680	LTAJ	LTA.J
3681	LTAK	L.TAK
3682	LTAL	LT.AL
3683	LTAM	LTA.M
3684	LTAN	L.TAN
3685	LTAU	LTA.U
3686	LTAX	LTA.X
3687	LTAZ	LT.AZ
3688	LYAT	LYA.T
3689	LYAU	L.YAU
3690	LYAX	L.YAX
3691	LYAY	LY.AY
3692	LYAZ	LYA.Z
3693	LZAA	LZ.AA
3694	LZAD	LZ.AD
3695	LZAF	LZA.F
3696	LZAG	L.ZAG
3697	LZAJ	LZA.J
3698	LZAK	L.ZAK
3699	LZAN	L.ZAN
3700	LZAR	LZA.R
3701	LZAV	L.ZAV
3702	LZAZ	LZ.AZ
3703	MBAT	MB.AT
3704	MBAU	MBA.U
3705	MBAX	MBA.X
3706	MJAH	MJ.AH
3707	MJAN	M.JAN
3708	MJAW	MJ.AW
3709	MKAA	M.KAA
3710	MKAB	MK.AB
3711	MKAC	MKA.C
3712	MKAD	M.KAD
3713	MKAF	MK.AF
3714	MKAJ	MK.AJ
3715	MKAT	M.KAT
3716	MKAU	MK.AU
3717	MKAV	MKA.V
3718	MKAZ	M.KAZ
3719	MLAU	M.LAU
3720	MMAP	MM.AP
3721	MNAB	MN.AB
3722	MNAD	M.NAD
3723	MNAP	M.NAP
3724	MNAR	MN.AR
3725	MNAS	MNA.S
3726	MNAU	MN.AU
3727	MNAW	M.NAW
3728	MNAZ	M.NAZ
3729	MPAA	MPA.A
3730	MWAC	MW.AC
3731	MWAH	MWA.H
3732	MWAJ	M.WAJ
3733	MWAL	MWA.L
3734	MWAN	MW.AN
3735	MWAP	MWA.P
3736	MWAR	M.WAR
3737	MWAS	MW.AS
3738	MWAT	MWA.T
3739	MWAU	M.WAU
3740	MWAW	MWA.W
3741	MWAX	M.WAX
3742	MWAZ	MWA.Z
3743	NDAF	ND.AF
3744	NLAA	N.LAA
3745	NLAB	NL.AB
3746	NLAC	NLA.C
3747	NLAD	N.LAD
3748	NMAR	N.MAR
3749	PBAT	PB.AT
3750	PBAU	PBA.U
3751	PBAV	P.BAV
3752	PHAZ	PHA.Z
3753	PJAA	PJ.AA
3754	PJAB	PJA.B
3755	BABH	BABH
3756	CWAT	C.WAT
3757	CZAT	C.ZAT
3758	HVAJ	HVA.J
3759	HVAU	HVA.U
3760	HWAL	HWAL
3761	KYAD	KY.AD
3762	KYAZ	KY.AZ
3763	KZAU	KZ.AU
3764	LBAK	LBA.K
3765	LCAD	LCA.D
3766	LCAP	LCA.P
3767	LFAK	LFA.K
3768	LGAD	LGA.D
3769	LGAZ	LGA.Z
3770	LHAA	LH.AA
3771	LHAB	LHA.B
3772	LHAC	L.HAC
3773	LHAD	LH.AD
3774	LHAF	LHA.F
3775	LHAG	L.HAG
3776	LHAH	LH.AH
3777	LHAJ	LHA.J
3778	LHAK	L.HAK
3779	LHAL	LH.AL
3780	LHAM	LHA.M
3781	LHAN	L.HAN
3782	LHAU	LHA.U
3783	LHAV	L.HAV
3784	LHAW	LH.AW
3785	LHAX	LHA.X
3786	LHAZ	LH.AZ
3787	LMAT	L.MAT
3788	LMAV	LMA.V
3789	LNAG	LN.AG
3790	LPAB	LPA.B
3791	LPAG	L.PAG
3792	LPAJ	LPA.J
3793	LPAP	LP.AP
3794	LPAS	L.PAS
3795	LPAT	LP.AT
3796	LPAU	LPA.U
3797	LPAW	LP.AW
3798	LVAH	LVA.H
3799	LVAK	LV.AK
3800	LVAM	L.VAM
3801	LVAN	LV.AN
3802	LWAD	LW.AD
3803	LWAG	L.WAG
3804	LWAR	LWA.R
3805	LWAT	LW.AT
3806	LWAV	L.WAV
3807	MBAF	MBA.F
3808	MBAV	M.BAV
3809	MJAL	MJ.AL
3810	MJAM	MJA.M
3811	MJAR	MJA.R
3812	MJAU	MJA.U
3813	MKAH	M.KAH
3814	MKAS	MKA.S
3815	MLAV	ML.AV
3816	MMAD	MM.AD
3817	MMAF	MMA.F
3818	MMAJ	MMA.J
3819	MMAK	M.MAK
3820	MMAL	MM.AL
3821	MMAT	MM.AT
3822	MMAU	MMA.U
3823	MMAV	M.MAV
3824	MMAW	MM.AW
3825	MMAX	MMA.X
3826	MNAF	MN.AF
3827	MNAK	MNA.K
3828	MNAN	MNA.N
3829	MRAA	MR.AA
3830	MRAC	M.RAC
3831	MRAD	MR.AD
3832	MRAM	MRA.M
3833	MRAS	M.RAS
3834	MRAU	MRA.U
3835	MRAV	M.RAV
3836	MRAW	MR.AW
3837	MRAX	MRA.X
3838	MSAC	MSA.C
3839	MSAF	MS.AF
3840	MSAJ	MS.AJ
3841	MSAL	M.SAL
3842	MSAN	MSA.N
3843	MSAP	M.SAP
3844	MSAR	MS.AR
3845	MSAS	MSA.S
3846	MSAT	M.SAT
3847	MSAU	MS.AU
3848	MSAX	MS.AX
3849	MSAZ	M.SAZ
3850	MWAK	MW.AK
3851	CCAP	CC.AP
3852	CDAM	CD.AM
3853	CNAX	CNA.X
3854	CPAF	CP.AF
3855	CPAU	CP.AU
3856	CTAM	CT.AM
3857	CUAD	CUA.D
3858	CUAF	CUAF
3859	CUAG	CU.AG
3860	CUAJ	C.UAJ
3861	ADOC	ADO.C
3862	ADOF	AD.OF
3863	ADOH	A.DOH
3864	ADOJ	AD.OJ
3865	ADOK	ADO.K
3866	ADOR	AD.OR
3867	RAAM	RA.AM
3868	RXAH	R.XAH
3869	RXAZ	RXA.Z
3870	RZAM	RZ.AM
3871	YYAS	YYA.S
3872	ZZAU	ZZ.AU
3873	CPOH	C.POH
3874	ZHAV	ZHA.V
3875	CTOV	CTO.V
3876	CUOB	CU.OB
3877	CTOG	CTO.G
3878	CCOG	CCO.G
3879	CGOB	CG.OB
3880	CDOH	C.DOH
3881	ZJAG	ZJA.G
3882	CGOM	CG.OM
3883	CDOT	C.DOT
3884	BDOL	B.DOL
3885	CLOG	CLO.G
3886	BWOU	BW.OU
3887	CBOR	CB.OR
3888	BGOZ	B.GOZ
3889	CHOW	C.HOW
3890	CHOF	CH.OF
3891	CLOB	CL.OB
3892	CBOA	C.BOA
3893	RUAA	R.UAA
3894	RUAD	R.UAD
3895	RUAH	R.UAH
3896	RUAN	RUA.N
3897	RUAS	RUA.S
3898	RUAZ	R.UAZ
3899	CBOL	C.BOL
3900	CFOM	CF.OM
3901	CGOR	CG.OR
3902	CZOH	C.ZOH
3903	CPOZ	C.POZ
3904	CNOS	CN.OS
3905	CAOB	CA.OB
3906	CMOW	C.MOW
3907	AROZ	A.ROZ
3908	BROK	BRO.K
3909	CWOJ	CW.OJ
3910	CKOP	C.KOP
3911	BVOV	BVO.V
3912	CTOP	C.TOP
3913	BPOB	BP.OB
3914	CWOP	C.WOP
3915	BTOP	B.TOP
3916	CTOB	CT.OB
3917	BTOH	B.TOH
3918	BKOT	B.KOT
3919	ANOX	AN.OX
3920	CBOH	C.BOH
3921	CJOM	CJ.OM
3922	CWOS	CWO.S
3923	BVOA	B.VOA
3924	CCOP	C.COP
3925	BSOA	B.SOA
3926	CTOD	C.TOD
3927	BMOD	B.MOD
3928	BFOC	BFO.C
3929	CMOF	C.MOF
3930	BMOP	B.MOP
3931	CROC	CRO.C
3932	BPOT	B.POT
3933	BVOZ	B.VOZ
3934	BSOT	B.SOT
3935	CJON	CJO.N
3936	CLOC	CLO.C
3937	CPOU	CP.OU
3938	CSOK	CSO.K
3939	CFOL	C.FOL
3940	CPOV	CPO.V
3941	CKOG	CKO.G
3942	BUOP	B.UOP
3943	BUOV	BUO.V
3944	PUAL	PU.AL
3945	ZAAG	ZAA.G
3946	ZWAJ	ZW.AJ
3947	ZXAK	ZXA.K
3948	RTAB	RT.AB
3949	RTAC	RTA.C
3950	RTAD	R.TAD
3951	RTAJ	RT.AJ
3952	RTAM	RT.AM
3953	RTAW	R.TAW
3954	AABC	AABC
3955	AABD	AABD
3956	PUAN	P.UAN
3957	PUAM	PUA.M
3958	BTOZ	B.TOZ
3959	BZOM	BZ.OM
3960	PUAR	PUA.R
3961	AAOU	AA.OU
3962	PUAS	P.UAS
3963	PWAJ	P.WAJ
3964	ADOS	ADO.S
3965	AVOL	A.VOL
3966	PWAS	PW.AS
3967	PWAP	PWA.P
3968	AROB	AR.OB
3969	ASON	ASO.N
3970	ASOC	ASO.C
3971	AZOA	A.ZOA
3972	AUOT	A.UOT
3973	CKOB	CK.OB
3974	BWOV	BWO.V
3975	BVOS	BVO.S
3976	CCOK	CCO.K
3977	BHOM	BH.OM
3978	BLOV	BLO.V
3979	BZOD	B.ZOD
3980	AMOS	AMO.S
3981	BGOM	BG.OM
3982	BGOJ	BG.OJ
3983	BUOW	B.UOW
3984	BJOP	B.JOP
3985	BAOZ	B.AOZ
3986	AMOW	A.MOW
3987	AWOA	A.WOA
3988	BHOH	B.HOH
3989	CHON	CHO.N
3990	BPOJ	BP.OJ
3991	BTON	BTO.N
3992	AUOC	AUO.C
3993	BGOT	B.GOT
3994	AROJ	AR.OJ
3995	AZOP	A.ZOP
3996	AUOD	A.UOD
3997	AUOG	AUO.G
3998	AMOX	AM.OX
3999	BUOL	B.UOL
4000	ADOD	A.DOD
4001	BGOV	BGO.V
4002	BROU	BR.OU
4003	BWOH	B.WOH
4004	BHOT	B.HOT
4005	BBOC	BBO.C
4006	BCOH	B.COH
4007	BVOH	B.VOH
4008	BSOK	BSO.K
4009	AZOK	AZO.K
4010	AZOX	AZ.OX
4011	BJOL	B.JOL
4012	BBOG	BBO.G
4013	CGOP	C.GOP
4014	BDOG	BDO.G
4015	BROZ	B.ROZ
4016	BROW	B.ROW
4017	BNOS	BN.OS
4018	BJOV	BJO.V
4019	BSOR	BS.OR
4020	BPOS	BPO.S
4021	BFOT	B.FOT
4022	AUOA	A.UOA
4023	BFOJ	BF.OJ
4024	AXON	AXO.N
4025	BAOV	BAO.V
4026	CROH	C.ROH
4027	BTOM	BT.OM
4028	BCOJ	BC.OJ
4029	AABB	AABB
4030	BGOR	BG.OR
4031	CVOU	CV.OU
4032	CWOF	CW.OF
4033	CJOT	C.JOT
4034	BZOU	BZ.OU
4035	AABH	AABH
4036	AABI	AABI
4037	AXOJ	AX.OJ
4038	CCOU	CC.OU
4039	BABK	BABK
