bird_reference	bird_shorthand	bird_shorthand_pt
4040	AZOH	A.ZOH
4041	CSOP	C.SOP
4042	CWOV	CWO.V
4043	CNOJ	CN.OJ
4044	CPOF	CP.OF
4045	BSOZ	B.SOZ
4046	CSOV	CSO.V
4047	CFOC	CFO.C
4048	BFOR	BF.OR
4049	CKOS	CKO.S
4050	CWOT	C.WOT
4051	CROB	CR.OB
4052	CKOD	C.KOD
4053	CBOS	CBO.S
4054	CKOA	CK.OA
4055	CCOC	CCO.C
4056	CHOZ	C.HOZ
4057	CDOB	CD.OB
4058	CSOS	CSO.S
4059	CKOC	CKO.C
4060	CCOV	CCO.V
4061	CKOM	CK.OM
4062	BNOU	BN.OU
4063	CSON	CSO.N
4064	CZOV	CZO.V
4065	CUOU	CU.OU
4066	CUOT	C.UOT
4067	CAOJ	CA.OJ
4068	CHOM	CH.OM
4069	CAOZ	C.AOZ
4070	CMOD	C.MOD
4071	CCOH	C.COH
4072	CCOW	C.COW
4073	CPOB	CP.OB
4074	CSOD	C.SOD
4075	BSOL	B.SOL
4076	CTOT	C.TOT
4077	PWAK	PW.AK
4078	CLOM	CL.OM
4079	BUOC	BUO.C
4080	BPOD	B.POD
4081	CLON	CLO.N
4082	CUOD	C.UOD
4083	CDOM	CD.OM
4084	BKOK	BKO.K
4085	CKOR	CK.OR
4086	BNOR	BN.OR
4087	ZHAH	Z.HAH
4088	CKON	CKO.N
4089	BJOK	BJO.K
4090	CDOL	C.DOL
4091	CNOA	CN.OA
4092	BHOC	BHO.C
4093	CROK	CRO.K
4094	CAOU	CA.OU
4095	BMOV	B.MOV
4096	BBOS	BBO.S
4097	BJOR	BJ.OR
4098	AWOW	A.WOW
4099	BSOF	BS.OF
4100	BCOL	B.COL
4101	BHOB	BH.OB
4102	BJOW	B.JOW
4103	BWOF	BW.OF
4104	BWOK	BWO.K
4105	BAOD	B.AOD
4106	BHOP	B.HOP
4107	BLOA	B.LOA
4108	BAOH	B.AOH
4109	BMOR	B.MOR
4110	BNOB	BN.OB
4111	AXOM	AX.OM
4112	BTOR	BT.OR
4113	PLAF	PLAF
4114	PTAA	PTA.A
4115	BDOJ	BD.OJ
4116	PTAB	P.TAB
4117	PTAP	PTA.P
4118	PTAT	PTA.T
4119	PTAX	P.TAX
4120	CUOG	CUO.G
4121	CMOG	C.MOG
4122	CHOS	CHO.S
4123	CFOJ	CF.OJ
4124	BBOP	B.BOP
4125	CNOR	CN.OR
4126	CNOM	CN.OM
4127	BPOR	BP.OR
4128	BHOV	BHO.V
4129	BAOC	BAO.C
4130	AUOK	AUO.K
4131	AVOT	A.VOT
4132	CGOG	CGO.G
4133	BABO	BABO
4134	BLOB	BL.OB
4135	CLOF	CL.OF
4136	CBOZ	C.BOZ
4137	CPOM	CP.OM
4138	CDOP	C.DOP
4139	CLOR	CL.OR
4140	CHOD	C.HOD
4141	CWOB	CW.OB
4142	BDOK	BDO.K
4143	BGOU	BG.OU
4144	BPOH	B.POH
4145	BMOT	B.MOT
4146	BDOM	BD.OM
4147	BCOF	BC.OF
4148	BWOM	BW.OM
4149	BNOZ	B.NOZ
4150	BAOT	B.AOT
4151	BDOF	BD.OF
4152	BZOL	B.ZOL
4153	BVOK	BVO.K
4154	BGOF	BG.OF
4155	BFOV	BFO.V
4156	BDOD	B.DOD
4157	BWOP	B.WOP
4158	BSOV	BSO.V
4159	CSOJ	CS.OJ
4160	BLOL	B.LOL
4161	BSOM	BS.OM
4162	BUOK	BUO.K
4163	BFOK	BFO.K
4164	BPOW	B.POW
4165	BHON	BHO.N
4166	BSOC	BSO.C
4167	BHOS	BHO.S
4168	BKOZ	B.KOZ
4169	BCOW	B.COW
4170	BRON	BRO.N
4171	BGOA	B.GOA
4172	BBOK	BBO.K
4173	BDOC	BDO.C
4174	BBOH	B.BOH
4175	CFOT	C.FOT
4176	BGOD	B.GOD
4177	CCOJ	CC.OJ
4178	CPOR	CP.OR
4179	BLOM	BL.OM
4180	CFOK	CFO.K
4181	CZOR	CZ.OR
4182	CFOD	C.FOD
4183	CHOH	C.HOH
4184	CFOW	C.FOW
4185	CBOD	C.BOD
4186	BJOF	BJ.OF
4187	CKOH	C.KOH
4188	CCOZ	C.COZ
4189	CHOT	C.HOT
4190	CJOC	CJO.C
4191	CCON	CCO.N
4192	CJOU	CJ.OU
4193	CNOD	CN.OD
4194	RVAF	RV.AF
4195	RVAG	RVA.G
4196	CAOW	C.AOW
4197	CFOS	CFO.S
4198	CWON	CWO.N
4199	CHOV	CHO.V
4200	CPOT	C.POT
4201	BPOF	BP.OF
4202	BMOW	B.MOW
4203	BNOL	BN.OL
4204	BBOF	BB.OF
4205	BPOG	BPO.G
4206	BCOR	BC.OR
4207	BGOB	BG.OB
4208	BKOU	BK.OU
4209	CGOK	CGO.K
4210	CZOG	CZO.G
4211	BUOG	BUO.G
4212	CGON	CGO.N
4213	CCOL	C.COL
4214	CPOD	C.POD
4215	BFOL	B.FOL
4216	CJOW	C.JOW
4217	CFON	CFO.N
4218	CSOT	C.SOT
4219	CLOZ	C.LOZ
4220	BGON	BGO.N
4221	CWOC	CWO.C
4222	CGOD	C.GOD
4223	CLOS	CLO.S
4224	CZOP	C.ZOP
4225	CUOH	C.UOH
4226	CDOF	CD.OF
4227	CCOA	C.COA
4228	ZHAJ	ZH.AJ
4229	BPOM	BP.OM
4230	CROT	C.ROT
4231	BDOB	BD.OB
4232	BPOK	BPO.K
4233	CJOH	C.JOH
4234	CAOG	CAO.G
4235	CZOF	CZ.OF
4236	BTOS	BTO.S
4237	CSOL	C.SOL
4238	CROZ	C.ROZ
4239	BCOS	BCO.S
4240	CUOZ	C.UOZ
4241	BGOG	BGO.G
4242	CROM	CR.OM
4243	BKOM	BK.OM
4244	BABP	BABP
4245	RVAP	R.VAP
4246	RVAR	RV.AR
4247	RVAS	RVA.S
4248	BHOL	B.HOL
4249	BABV	BABV
4250	ZHAP	Z.HAP
4251	BWOT	B.WOT
4252	CFOZ	C.FOZ
4253	ZKAL	Z.KAL
4254	CNOB	CN.OB
4255	ZHAG	ZHA.G
4256	ZWAB	ZW.AB
4257	ZWAD	Z.WAD
4258	ZWAN	ZWA.N
4259	BPOV	BPO.V
4260	BKON	BKO.N
4261	BJOA	B.JOA
4262	BDON	BDO.N
4263	BVOP	B.VOP
4264	BHOW	B.HOW
4265	BHOU	BH.OU
4266	BDOH	B.DOH
4267	BNON	BN.ON
4268	BGOH	B.GOH
4269	BHOJ	BH.OJ
4270	BROB	BR.OB
4271	BKOS	BKO.S
4272	BLOP	B.LOP
4273	BLOT	B.LOT
4274	BLOS	BLO.S
4275	BDOA	B.DOA
4276	BZOH	B.ZOH
4277	BAOB	BA.OB
4278	BROP	B.ROP
4279	PUAK	P.UAK
4280	CVOH	C.VOH
4281	BTOJ	BT.OJ
4282	AWOB	AW.OB
4283	BNOG	BN.OG
4284	BSOB	BS.OB
4285	BROR	BR.OR
4286	BROM	BROM
4287	BVON	BVO.N
4288	BWOB	BW.OB
4289	BJOH	B.JOH
4290	BCOA	B.COA
4291	BJOJ	BJ.OJ
4292	BFOF	BF.OF
4293	BGOL	B.GOL
4294	BSON	BSO.N
4295	BROT	B.ROT
4296	BLOF	BL.OF
4297	BUOT	B.UOT
4298	CVOP	C.VOP
4299	BABR	BABR
4300	BABS	BABS
4301	BSOH	B.SOH
4302	BTOL	B.TOL
4303	CDOV	CDO.V
4304	BJOD	B.JOD
4305	BLOC	BLO.C
4306	BBOW	B.BOW
4307	BHOZ	B.HOZ
4308	CAON	CAO.N
4309	CBOU	CB.OU
4310	CGOS	CGO.S
4311	BFOH	B.FOH
4312	BZOV	BZO.V
4313	BSOW	B.SOW
4314	CPOG	CPO.G
4315	CTON	CTO.N
4316	BSOG	BSO.G
4317	BBOR	BB.OR
4318	BTOV	BTO.V
4319	BWON	BWO.N
4320	BZOR	BZ.OR
4321	BTOW	B.TOW
4322	BHOR	BH.OR
4323	BZOF	BZ.OF
4324	BAOG	BAO.G
4325	BNOH	BN.OH
4326	BFOZ	B.FOZ
4327	ZAAJ	ZA.AJ
4328	ZLAV	ZLA.V
4329	ZJAS	ZJA.S
4330	ZKAU	ZK.AU
4331	ZLAK	ZLA.K
4332	ZLAR	ZL.AR
4333	ZLAT	Z.LAT
4334	ZLAU	ZL.AU
4335	ZLAW	Z.LAW
4336	ZLAX	ZL.AX
4337	BVOG	BVO.G
4338	BKOL	B.KOL
4339	BROD	B.ROD
4340	BBOM	BB.OM
4341	BJON	BJO.N
4342	BFOW	B.FOW
4343	BPOL	B.POL
4344	BNOK	BN.OK
4345	ANOA	A.NOA
4346	AAOK	AAO.K
4347	AXOV	AXO.V
4348	AMOG	AMO.G
4349	AAOS	AAO.S
4350	ATOZ	A.TOZ
4351	ATOV	ATO.V
4352	AZOG	AZO.G
4353	AZOW	A.ZOW
4354	ATOM	AT.OM
4355	ADOU	AD.OU
4356	AGOH	A.GOH
4357	ATOA	A.TOA
4358	AMOZ	A.MOZ
4359	ADOA	A.DOA
4360	CNOH	CN.OH
4361	CROF	CR.OF
4362	BGOK	BGO.K
4363	BPOZ	B.POZ
4364	BKOJ	BK.OJ
4365	BMOC	B.MOC
4366	BAOS	BAO.S
4367	BNOP	BN.OP
4368	BWOD	B.WOD
4369	BPOC	BPO.C
4370	BFOD	B.FOD
4371	BWOS	BWO.S
4372	BBOB	BB.OB
4373	BUOR	BU.OR
4374	BROG	BRO.G
4375	BBOA	B.BOA
4376	BROC	BRO.C
4377	BUOM	BU.OM
4378	BNOC	BN.OC
4379	BMOJ	B.MOJ
4380	BBOT	B.BOT
4381	BMOS	B.MOS
4382	BCOD	B.COD
4383	BNOD	BN.OD
4384	BVOW	B.VOW
4385	BSOU	BS.OU
4386	BTOU	BT.OU
4387	BJOU	BJ.OU
4388	BZOT	B.ZOT
4389	BKOC	BKO.C
4390	BPOU	BP.OU
4391	BFOU	BF.OU
4392	CDOD	C.DOD
4393	BGOC	BGO.C
4394	BUOU	BU.OU
4395	BAOK	BAO.K
4396	BKOP	B.KOP
4397	BLON	BLO.N
4398	BWOW	B.WOW
4399	BSOS	BSO.S
4400	BZON	BZO.N
4401	BZOS	BZO.S
4402	BNOT	BN.OT
4403	BKOD	B.KOD
4404	BUOJ	BU.OJ
4405	BAOA	B.AOA
4406	BKOG	BKO.G
4407	BPON	BPO.N
4408	CSOR	CS.OR
4409	BJOM	BJ.OM
4410	BKOB	BK.OB
4411	BWOG	BWO.G
4412	BHOG	BHO.G
4413	CNOG	CN.OG
4414	BGOP	B.GOP
4415	CBOC	CBO.C
4416	CGOC	CGO.C
4417	ATOB	AT.OB
4418	CVOC	CVO.C
4419	BABT	BABT
4420	BNOJ	BN.OJ
4421	CCOD	C.COD
4422	CTOH	C.TOH
4423	CPOP	C.POP
4424	CNON	CN.ON
4425	CVOD	C.VOD
4426	CUOV	CUO.V
4427	BTOK	BTO.K
4428	CNOK	CN.OK
4429	CAOT	C.AOT
4430	CNOT	CN.OT
4431	CDOR	CD.OR
4432	CZOJ	CZ.OJ
4433	CUOA	C.UOA
4434	CTOR	CT.OR
4435	CSOC	CSO.C
4436	CROJ	CR.OJ
4437	BJOS	BJO.S
4438	CCOS	CCO.S
4439	CJOK	CJO.K
4440	BUOF	BU.OF
4441	BLOZ	B.LOZ
4442	CTOM	CT.OM
4443	CBOJ	CB.OJ
4444	CUOM	CU.OM
4445	CNOP	CN.OP
4446	CMOJ	C.MOJ
4447	CFOF	CF.OF
4448	CAOS	CAO.S
4449	CWOR	CW.OR
4450	CVOF	CV.OF
4451	BGOW	B.GOW
4452	BVOU	BV.OU
4453	BUOD	B.UOD
4454	CJOR	CJ.OR
4455	CGOJ	CG.OJ
4456	BUOH	B.UOH
4457	CAOP	C.AOP
4458	BTOG	BTO.G
4459	BZOA	B.ZOA
4460	CROA	C.ROA
4461	CHOG	CHO.G
4462	CUOR	CU.OR
4463	BROF	BR.OF
4464	CKOZ	C.KOZ
4465	BWOJ	BW.OJ
4466	CHOC	CHO.C
4467	CKOU	CK.OU
4468	CFOR	CF.OR
4469	BTOA	B.TOA
4470	CHOL	C.HOL
4471	BZOP	B.ZOP
4472	CVOK	CVO.K
4473	CTOF	CT.OF
4474	CGOU	CG.OU
4475	CGOZ	C.GOZ
4476	CSOH	C.SOH
4477	CJOL	C.JOL
4478	BMOB	B.MOB
4479	CCOM	CC.OM
4480	CMOV	C.MOV
4481	CSOB	CS.OB
4482	CAOM	CA.OM
4483	CVOT	C.VOT
4484	CAOF	CA.OF
4485	CUOP	C.UOP
4486	CGOV	CGO.V
4487	CVOA	C.VOA
4488	CPOL	C.POL
4489	CHOJ	CH.OJ
4490	CVOZ	C.VOZ
4491	CHOR	CH.OR
4492	CLOW	C.LOW
4493	CZOC	CZO.C
4494	CDOS	CDO.S
4495	BFOB	BF.OB
4496	CBOM	CB.OM
4497	BJOG	BJO.G
4498	BWOC	BWO.C
4499	BAOR	BA.OR
4500	BDOV	BDO.V
4501	BCOM	BC.OM
4502	CTOJ	CT.OJ
4503	BLOD	B.LOD
4504	BFOP	B.FOP
4505	BROJ	BR.OJ
4506	BUOB	BU.OB
4507	BWOR	BW.OR
4508	CWOH	C.WOH
4509	ZXAJ	ZX.AJ
4510	ZXAP	Z.XAP
4511	ZXAV	ZXA.V
4512	ZXAW	Z.XAW
4513	CNOF	CN.OF
4514	CTOA	C.TOA
4515	CHOB	CH.OB
4516	CZOS	CZO.S
4517	CWOM	CW.OM
4518	CPOC	CPO.C
4519	CSOA	C.SOA
4520	CBOK	CBO.K
4521	CMOT	C.MOT
4522	CVOB	CV.OB
4523	CAOA	C.AOA
4524	CLOT	C.LOT
4525	ZKAC	ZKAC
4526	ZHAT	Z.HAT
4527	ZUAK	ZUA.K
4528	YJAV	YJA.V
4529	PGAS	PGA.S
4530	ZVAX	ZV.AX
4531	MKAU	MKAU
4532	YTAR	YT.AR
4533	ZUAN	ZUA.N
4534	ZUAY	ZUA.Y
4535	RAAW	R.AAW
4536	ZTAJ	ZT.AJ
4537	RDAP	R.DAP
4538	ZVAG	ZVA.G
4539	YHAP	Y.HAP
4540	RKAV	RKA.V
4541	RKAF	RK.AF
4542	LGAN	LGAN
4543	DZAK	DZAK
4544	KCAG	KCAG
4545	KKAJ	KKAJ
4546	DJAM	DJAM
4547	KLAH	KLAH
4548	RKAZ	R.KAZ
4549	RHAG	RHA.G
4550	RKAK	RKA.K
4551	RHAF	RH.AF
4552	RHAB	RH.AB
4553	RHAM	RH.AM
4554	RFAU	RF.AU
4555	RJAK	RJA.K
4556	RKAN	RKA.N
4557	RHAP	R.HAP
4558	RHAJ	RH.AJ
4559	RDAJ	RD.AJ
4560	ZUAX	ZU.AX
4561	YKAD	Y.KAD
4562	ZAAB	ZA.AB
4563	ZCAK	ZCA.K
4564	EAPE	EAPE
4565	EAPH	EAPH
4566	EAPJ	EAPJ
4567	EAPK	EAPK
4568	EAPL	EAPL
4569	EAPM	EAPM
4570	EAPN	EAPN
4571	EAPP	EAPP
4572	EAPR	EAPR
4573	ZBAX	ZB.AX
4574	RLAV	RLA.V
4575	PNAK	PNA.K
4576	MGAN	MGA.N
4577	PZAJ	P.ZAJ
4578	MHAV	MH.AV
4579	EASJ	EASJ
4580	EASK	EASK
4581	EASL	EASL
4582	EASM	EASM
4583	EASN	EASN
4584	EASP	EASP
4585	EASS	EASS
4586	EAST	EAST
4587	EASV	EASV
4588	EASU	EASU
4589	EAUA	EAUA
4590	EAUE	EAUE
4591	EAUH	EAUH
4592	SLAH	S.LAH
4593	MLAR	M.LAR
4594	RLAH	R.LAH
4595	ZCAJ	ZC.AJ
4596	RRAX	RR.AX
4597	ZAAC	ZAA.C
4598	RMAH	R.MAH
4599	ZAAP	Z.AAP
4600	RMAX	RM.AX
4601	RNAJ	RN.AJ
4602	RNAR	RN.AR
4603	ZAAD	Z.AAD
4604	RNAZ	R.NAZ
4605	RMAB	RM.AB
4606	RLAJ	RL.AJ
4607	RMAC	RMA.C
4608	RNAX	RN.AX
4609	RSAX	RS.AX
4610	KHAU	KHAU
4611	ASAH	ASAH
4612	HAAV	HAAV
4613	YLAP	Y.LAP
4614	RFAA	R.FAA
4615	RFAD	R.FAD
4616	RFAF	RF.AF
4617	RFAG	RFA.G
4618	RFAJ	RF.AJ
4619	RFAK	RFA.K
4620	RFAM	RF.AM
4621	RFAN	RFA.N
4622	ZUAM	ZU.AM
4623	RFAW	R.FAW
4624	RFAX	RF.AX
4625	RGAA	R.GAA
4626	RGAJ	RG.AJ
4627	RGAK	RGA.K
4628	RGAL	R.GAL
4629	RGAR	RG.AR
4630	RGAW	R.GAW
4631	RGAZ	R.GAZ
4632	ZUAP	Z.UAP
4633	RHAH	R.HAH
4634	RHAK	RHA.K
4635	RHAX	RH.AX
4636	ZUAS	ZUA.S
4637	ZUAU	ZU.AU
4638	ZUAZ	Z.UAZ
4639	ZAAA	Z.AAA
4640	RLAK	RLA.K
4641	MGAJ	MG.AJ
4642	MPAW	MPA.W
4643	PYAW	P.YAW
4644	MHAS	MH.AS
4645	NZAY	NZA.Y
4646	ZBAN	ZBA.N
4647	HVAY	H.VAY
4648	RRAB	RR.AB
4649	RPAL	R.PAL
4650	RXAR	RX.AR
4651	RPAW	R.PAW
4652	RLAL	R.LAL
4653	RLAR	RL.AR
4654	RNAD	R.NAD
4655	RMAF	RM.AF
4656	RMAK	RMA.K
4657	RMAR	RM.AR
4658	RMAJ	RM.AJ
4659	RMAG	RMA.G
4660	RLAD	R.LAD
4661	RMAA	R.MAA
4662	RNAW	R.NAW
4663	RNAK	RNA.K
4664	RNAU	RN.AU
4665	RMAD	R.MAD
4666	RLAB	RL.AB
4667	RNAV	RNA.V
4668	RMAS	RMA.S
4669	RNAA	R.NAA
4670	RNAN	RNA.N
4671	RLAM	RL.AM
4672	RLAP	R.LAP
4673	RMAL	R.MAL
4674	RNAM	RN.AM
4675	RRAL	R.RAL
4676	RMAV	RMA.V
4677	RMAU	RM.AU
4678	RMAP	R.MAP
4679	RNAL	R.NAL
4680	RNAS	RNA.S
4681	RNAF	RN.AF
4682	RNAT	R.NAT
4683	RLAF	RL.AF
4684	RNAC	RNA.C
4685	RLAT	R.LAT
4686	RMAN	RMA.N
4687	RLAW	R.LAW
4688	RNAG	RNA.G
4689	RLAA	R.LAA
4690	RMAT	R.MAT
4691	RLAX	RL.AX
4692	RBAU	RB.AU
4693	RBAW	R.BAW
4694	RBAZ	R.BAZ
4695	RCAC	RCA.C
4696	RCAD	R.CAD
4697	RCAF	RC.AF
4698	RCAG	RCA.G
4699	RCAJ	RC.AJ
4700	RCAM	RC.AM
4701	RCAN	RCA.N
4702	RCAP	R.CAP
4703	RCAR	RC.AR
4704	RCAS	RCA.S
4705	RCAT	R.CAT
4706	RCAV	RCA.V
4707	RCAX	RC.AX
4708	RCAZ	R.CAZ
4709	RDAD	R.DAD
4710	RDAF	RD.AF
4711	RDAG	RDA.G
4712	RDAK	RDA.K
4713	RDAL	R.DAL
4714	RDAS	RDA.S
4715	RDAU	RD.AU
4716	RDAZ	R.DAZ
4717	ZUAD	Z.UAD
4718	HBAU	H.BAU
4719	ZVAK	ZVA.K
4720	RJAF	RJ.AF
4721	RJAG	RJA.G
4722	RJAJ	RJ.AJ
4723	RJAL	R.JAL
4724	RJAM	RJ.AM
4725	RJAN	RJA.N
4726	RJAP	R.JAP
4727	RJAR	RJ.AR
4728	RJAS	RJA.S
4729	RJAT	R.JAT
4730	RJAU	RJ.AU
4731	RJAV	RJA.V
4732	RJAW	R.JAW
4733	RJAZ	R.JAZ
4734	RPAB	RP.AB
4735	RPAD	R.PAD
4736	RPAF	RP.AF
4737	RPAJ	RP.AJ
4738	RPAM	RP.AM
4739	RPAP	R.PAP
4740	RPAV	RPA.V
4741	RXAC	RXA.C
4742	RXAF	RX.AF
4743	RXAG	RXA.G
4744	RXAJ	RX.AJ
4745	RXAM	RX.AM
4746	RXAP	R.XAP
4747	RXAS	RXA.S
4748	RXAW	R.XAW
4749	YGAF	YG.AF
4750	YGAG	YGA.G
4751	YGAK	YGA.K
4752	YGAL	Y.GAL
4753	YGAR	YG.AR
4754	YGAZ	Y.GAZ
4755	YKAL	Y.KAL
4756	YKAU	YK.AU
4757	ZTAA	Z.TAA
4758	ZTAB	ZT.AB
4759	ZTAF	ZT.AF
4760	ZTAL	Z.TAL
4761	ZTAM	ZT.AM
4762	ZTAN	ZTA.N
4763	ZTAR	ZT.AR
4764	ZTAT	Z.TAT
4765	ZTAV	ZTA.V
4766	ZTAZ	Z.TAZ
4767	ZCAD	Z.CAD
4768	ZBAZ	Z.BAZ
4769	UDAK	UDA.K
4770	RBAS	RBA.S
4771	ZAAK	ZAA.K
4772	ZCAA	Z.CAA
4773	ZBAT	Z.BAT
4774	ZAAF	ZA.AF
4775	FBAH	FBAH
4776	ZBAS	ZBA.S
4777	ZCAR	ZC.AR
4778	ZAAS	ZAA.S
4779	EAPA	EAPA
4780	ZCAN	ZCA.N
4781	ZBAB	ZB.AB
4782	ZAAH	Z.AAH
4783	ZBAD	Z.BAD
4784	SLAC	SLA.C
4785	RRAM	RR.AM
4786	LLAY	L.LAY
4787	MGAM	MG.AM
4788	MPAT	MPA.T
4789	MUAH	MU.AH
4790	MPAV	MP.AV
4791	MHAT	MHA.T
4792	RLAS	RLA.S
4793	RLAG	RLA.G
4794	RLAN	RLA.N
4795	RMAW	R.MAW
4796	RNAB	RN.AB
4797	RPAX	RP.AX
4798	RPAZ	R.PAZ
4799	ZCAS	ZCA.S
4800	YVAB	YV.AB
4801	ZAAW	Z.AAW
4802	RSAT	R.SAT
4803	RZAW	R.ZAW
4804	TLAS	T.LAS
4805	PZAX	P.ZAX
4806	PYAF	PY.AF
4807	PZAH	PZA.H
4808	MUAT	MU.AT
4809	MPAK	MP.AK
4810	LNAV	LN.AV
4811	PDAR	P.DAR
4812	NZAZ	N.ZAZ
4813	MPAZ	MPA.Z
4814	TLAU	TLA.U
4815	PNAG	PNA.G
4816	PNAL	P.NAL
4817	PYAN	PYA.N
4818	PNAF	PN.AF
4819	PZAC	PZ.AC
4820	LMAU	LM.AU
4821	SLAF	SL.AF
4822	LMAG	LMA.G
4823	NJAY	NJ.AY
4824	HYAY	H.YAY
4825	MPAN	MP.AN
4826	MGAP	M.GAP
4827	NNAZ	NN.AZ
4828	HZAY	HZA.Y
4829	MPAB	M.PAB
4830	PYAD	P.YAD
4831	NMAY	NM.AY
4832	MGAF	MG.AF
4833	MHAM	M.HAM
4834	PZAD	PZA.D
4835	MHAN	MH.AN
4836	MHAA	MHA.A
4837	MDAF	M.DAF
4838	SLAG	SLA.G
4839	MPAH	MPA.H
4840	LZAY	L.ZAY
4841	NPAY	NPA.Y
4842	HPAY	HPA.Y
4843	TLAT	TL.AT
4844	PYAT	P.YAT
4845	MPAM	M.PAM
4846	PZAN	PZ.AN
4847	MHAU	M.HAU
4848	MHAP	MHA.P
4849	PYAP	P.YAP
4850	NKAY	N.KAY
4851	SLAB	SL.AB
4852	MSAM	MS.AM
4853	PYAX	PY.AX
4854	MPAF	M.PAF
4855	MPAS	M.PAS
4856	HRAY	HR.AY
4857	KZAY	KZ.AY
4858	NZAX	NZ.AX
4859	TLAX	TL.AX
4860	LNAH	LNA.H
4861	MDAG	MD.AG
4862	MUAU	MUA.U
4863	MHAR	M.HAR
4864	PYAR	PY.AR
4865	PYAL	P.YAL
4866	MGAL	M.GAL
4867	PNAN	PNA.N
4868	PZAP	PZA.P
4869	MUAW	MU.AW
4870	MUAV	M.UAV
4871	MHAB	M.HAB
4872	PZAV	PZ.AV
4873	PNAH	P.NAH
4874	NLAY	NLA.Y
4875	MGAR	MG.AR
4876	PYAJ	PY.AJ
4877	MGAW	M.GAW
4878	TLAV	T.LAV
4879	PYAM	PY.AM
4880	PNAM	PN.AM
4881	MGAZ	M.GAZ
4882	PZAS	PZ.AS
4883	MHAW	MHA.W
4884	UWAK	UWA.K
4885	RRAR	RR.AR
4886	RZAP	R.ZAP
4887	RZAL	R.ZAL
4888	RRAA	R.RAA
4889	RWAP	R.WAP
4890	RPAT	R.PAT
4891	RRAK	RRA.K
4892	RSAN	RSA.N
4893	RSAM	RS.AM
4894	RPAH	R.PAH
4895	RZAV	RZA.V
4896	RPAK	RPA.K
4897	PCAS	PCAS
4898	ZMAL	Z.MAL
4899	ZMAT	Z.MAT
4900	DJAB	DJAB
4901	LGAW	LGAW
4902	AKOP	A.KOP
4903	AGOM	AG.OM
4904	AGOW	A.GOW
4905	AAOT	A.AOT
4906	ASOB	AS.OB
4907	EAUM	EAUM
4908	ZMAM	ZM.AM
4909	ZRAF	ZR.AF
4910	ZPAH	Z.PAH
4911	ZLAN	ZLA.N
4912	AWOJ	AW.OJ
4913	ASOP	A.SOP
4914	ALOT	A.LOT
4915	AJOD	A.JOD
4916	ZKAB	ZK.AB
4917	AMOB	AM.OB
4918	AXOK	AXO.K
4919	AXOL	A.XOL
4920	ALOJ	AL.OJ
4921	RVAB	RV.AB
4922	RTAX	RT.AX
4923	ZXAY	ZXA.Y
4924	ZYAV	ZYA.V
4925	ZYAB	ZY.AB
4926	AAOG	AAO.G
4927	ABON	ABO.N
4928	ZLAJ	ZL.AJ
4929	ZMAJ	ZM.AJ
4930	ZXAF	ZX.AF
4931	APOW	A.POW
4932	ZLAH	Z.LAH
4933	AXOA	A.XOA
4934	DHAP	DHAP
4935	ANOH	A.NOH
4936	AFOW	A.FOW
4937	ABOD	A.BOD
4938	ABOK	ABO.K
4939	ABOT	A.BOT
4940	RMAZ	R.MAZ
4941	MPAG	MP.AG
4942	PNAJ	PN.AJ
4943	MGAA	M.GAA
4944	ZGAB	ZG.AB
4945	ZGAD	Z.GAD
4946	ZDAM	ZD.AM
4947	AJOL	A.JOL
4948	ZZAA	Z.ZAA
4949	ZZAX	ZZ.AX
4950	ALOC	ALO.C
4951	ZXAR	ZX.AR
4952	ZDAC	ZDA.C
4953	ZRAR	ZR.AR
4954	ADOP	A.DOP
4955	AVOM	AV.OM
4956	APOF	AP.OF
4957	AAOZ	A.AOZ
4958	ZXAU	ZX.AU
4959	ZXAL	Z.XAL
4960	AJOH	A.JOH
4961	KHAF	KHAF
4962	ANON	ANO.N
4963	APOG	APO.G
4964	AVOD	A.VOD
4965	RTAG	RTA.G
4966	AGOP	A.GOP
4967	AAOM	AA.OM
4968	AFOP	A.FOP
4969	CROD	C.ROD
4970	CMOB	C.MOB
4971	AROK	ARO.K
4972	BABN	BABN
4973	ASOD	A.SOD
4974	BMON	B.MON
4975	ZKAY	ZKA.Y
4976	CFOU	CF.OU
4977	CFOV	CFO.V
4978	CGOF	CG.OF
4979	BNOF	BN.OF
4980	CSOW	C.SOW
4981	BNOW	BN.OW
4982	BVOC	BVO.C
4983	BSOD	B.SOD
4984	BNOV	BN.OV
4985	CMOA	C.MOA
4986	BLOG	BLO.G
4987	BZOG	BZO.G
4988	BBOZ	B.BOZ
4989	CZOK	CZO.K
4990	CDOK	CDO.K
4991	CKOF	CK.OF
4992	BBOV	BBO.V
4993	BNOM	BN.OM
4994	BCOU	BC.OU
4995	CAOH	C.AOH
4996	CMOS	C.MOS
4997	BFOS	BFO.S
4998	BWOA	B.WOA
4999	CAOD	C.AOD
5000	CKOV	CKO.V
5001	CDOG	CDO.G
5002	CJOG	CJO.G
5003	BMOH	B.MOH
5004	CTOL	C.TOL
5005	CPOA	C.POA
5006	CDOA	C.DOA
5007	CUOF	CU.OF
5008	BMOZ	B.MOZ
5009	BVOJ	BV.OJ
5010	CWOA	C.WOA
5011	CJOA	C.JOA
5012	BAOU	BA.OU
5013	BBOJ	BB.OJ
5014	BROV	BRO.V
5015	CROP	C.ROP
5016	CMON	C.MON
5017	BLOH	B.LOH
