bird_id	bird_reference	bird_euring	bird_bto	bird_shorthand	bird_scheme	bird_ring_number	bird_name	bird_sex	bird_birth_year	bird_date_begin	bird_date_end	bird_age_ringing	bird_position	bird_direction	bird_notes
	6831	05920			BLB	H...900828		M		22-06-2010	07-07-2010	1			sovon_bird_shorthand not available.
	6831	05920		BW(MHA.L)	BLB	H...900828		M		07-07-2010		1	RL	U	
	6832	05920			BLB	H...152697		M		07-06-2010	19-06-2010	1			sovon_bird_shorthand not available.
	6832	05920		BW(MLA.D)	BLB	H...152697		M		19-06-2010		1			
	6833	05920			BLB	H...900748		M		21-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6833	05920		BW(MLA.H)	BLB	H...900748		M		29-06-2010		1			
	6834	05920			BLB	H...152657		M		06-06-2010	18-06-2010	1			sovon_bird_shorthand not available.
	6834	05920		BW(MLA.L)	BLB	H...152657		M		18-06-2010		1			
	6835	05920			BLB	H...152687		M		08-06-2010	17-06-2010	1			sovon_bird_shorthand not available.
	6835	05920		BW(ML.AN)	BLB	H...152687		M		17-06-2010		1			
	6836	05920			NLA	...6126285		F		07-07-2004	04-06-2010	1			sovon_bird_shorthand not available.
	6836	05920		BW(MLA.Z)	NLA	...6126285		F		04-06-2010		A	RL	U	
	6837	05920			BLB	H...152691		F		06-06-2010	16-06-2010	1			sovon_bird_shorthand not available.
	6837	05920		BW(M.MAN)	BLB	H...152691		F		16-06-2010		1	RL	D	
	6838	05920			BLB	H...152662		M		05-06-2010	17-06-2010	1			sovon_bird_shorthand not available.
	6838	05920		BW(MNA.C)	BLB	H...152662		M		17-06-2010		1			
	6839	05920		BW(MTA.W)	BLB	H...900811		U		16-06-2010		A	RL	U	
	6840	05910		BW(MTA.Z)	BLB	L...912641		U		16-06-2010		A			
	6841	05920			BLB	H...152700		M		07-06-2010	19-06-2010	1			sovon_bird_shorthand not available.
	6841	05920		BW(MUA.B)	BLB	H...152700		M		19-06-2010		1	RL	U	
	6842	05920			BLB	H...152675		M		06-06-2010	21-06-2010	1			sovon_bird_shorthand not available.
	6842	05920		BW(M.UAC)	BLB	H...152675		M		21-06-2010		1			
	6843	05920			BLB	H...152661		M		10-06-2010	22-06-2010	1			sovon_bird_shorthand not available.
	6843	05920		BW(M.UAK)	BLB	H...152661		M		22-06-2010		1	RL	U	
	6844	05920		BW(MUA.R)	BLB	H...900915		F		22-06-2010		1			
	6845	05920		BW(M.VAH)	BLB	H...900760		U		28-06-2010		1	RL	U	
	6846	05910		BW(M.WAF)	BLB	L...912621		U		11-06-2010		A	RL	U	
	6847	05910		BW(MW.AG)	BLB	L...912622		M		11-06-2010		A	RL	U	
	6848	05910		BW(M.ZAB)	BLB	L...912638		F		16-06-2010		A	RL	U	
	6849	05920			BLB	H...900729		F		19-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6849	05920		BW(MZ.AG)	BLB	H...900729		F		29-06-2010		1			
	6850	05920			BLB	H...900709		M		10-06-2010	25-06-2010	1			sovon_bird_shorthand not available.
	6850	05920		BW(MZA.H)	BLB	H...900709		M		25-06-2010		1			
	6851	05920			BLB	H...900849		F		21-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6851	05920		BW(MZA.L)	BLB	H...900849		F		29-06-2010		1			
	6852	05920			BLB	H...900716		M		12-06-2010	21-06-2010	1			sovon_bird_shorthand not available.
	6852	05920		BW(M.ZAM)	BLB	H...900716		M		21-06-2010		1	RL	U	
	6853	05920			BLB	H...900723		M		13-06-2010	25-06-2010	1			sovon_bird_shorthand not available.
	6853	05920		BW(MZA.P)	BLB	H...900723		M		25-06-2010		1	RL	U	
	6854	05920		BW(M.ZAR)	BLB	H...900746		F		22-06-2010		1			
	6855	05920			BLB	H...900732		F		19-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6855	05920		BW(MZA.T)	BLB	H...900732		F		29-06-2010		1			
	6856	05920			BLB	H...900750		F		22-06-2010	25-06-2010	1			sovon_bird_shorthand not available.
	6856	05920		BW(M.ZAU)	BLB	H...900750		F		25-06-2010		1	RL	U	
	6857	05920			BLB	H...900721		F		13-06-2010	25-06-2010	1			sovon_bird_shorthand not available.
	6857	05920		BW(M.ZAX)	BLB	H...900721		F		25-06-2010		1	RL	U	
	6858	05910		BW(N.LAP)	BLB	L...912577		M		05-07-2010		1			
	6859	05910		BW(NMA.A)	BLB	L...912637		M		16-06-2010		A	RL	U	
	6860	05920		BW(N.MAB)	BLB	H...900810		M		11-06-2010		A	RL	U	
	6861	05920			BLB	H...900809		U		16-07-2005	11-06-2010	1			sovon_bird_shorthand not available.
	6861	05920		BW(NMA.H)	BLB	H...900809		U		11-06-2010		A	RL	U	
	6862	05910		BW(N.MAJ)	BLB	L...909799		U		08-06-2010		A	RL	D	
	6863	05910		BW(NM.AK)	BLB	L...912625		U		11-06-2010		A	RL	U	
	6864	05910		BW(NM.AN)	BLB	L...909795		F		08-06-2010		A	RL	D	
	6865	05910		BW(NMA.P)	BLB	L...912627		F		11-06-2010		A	RL	U	
	6866	05910			BLB	L...912628		M		29-06-2001	11-06-2010	1			sovon_bird_shorthand not available.
	6866	05910		BW(NMA.T)	BLB	L...912628		M		11-06-2010		A	RL	U	
	6867	05910			BLB	L...912635		M		09-07-2003	16-06-2010	1			sovon_bird_shorthand not available.
	6867	05910		BW(N.MAU)	BLB	L...912635		M		16-06-2010		A	RL	U	
	6868	05910		BW(N.MAX)	BLB	L...912629		F		11-06-2010		A	RL	U	
	6869	05910			BLB	L...912903		F		08-06-2010	25-06-2010	1			sovon_bird_shorthand not available.
	6869	05910		BW(NN.AL)	BLB	L...912903		F		25-06-2010		1	RL	U	
	6870	05910		BW(N.PAT)	BLB	L...912501		U		28-06-2010		1	RL	D	
	6871	05910		BW(N.RAJ)	BLB	L...912546		U		30-06-2010		1	RL	U	
	6872	05910		BW(NU.AC)	BLB	L...912920		F		29-06-2010		1			
	6873	05910		BW(NUA.D)	BLB	L...912919		F		29-06-2010		1	RL	U	
	6874	05910		BW(NUA.H)	BLB	L...912916		F		29-06-2010		1			
	6875	05910		BW(N.UAJ)	BLB	L...912914		M		29-06-2010		1	RL	U	
	6876	05910		BW(NV.AA)	BLB	L...912520		U		30-06-2010		1	RL	U	
	6877	05910		BW(N.ZAA)	BLB	L...912518		U		30-06-2010		1	RL	U	
	6878	05910		BW(NZ.AB)	BLB	L...912519		U		30-06-2010		1	RL	U	
	6879	05920			BLB	H...900911		F		28-06-2010	05-07-2010	1			sovon_bird_shorthand not available.
	6879	05920		BW(PA.AY)	BLB	H...900911		F		05-07-2010		1	RL	U	
	6880	05920			BLB	H...900826		M		22-06-2010	07-07-2010	1			sovon_bird_shorthand not available.
	6880	05920		BW(P.BAY)	BLB	H...900826		M		07-07-2010		1			
	6881	05920			BLB	H...900850		F		22-06-2010	07-07-2010	1			sovon_bird_shorthand not available.
	6881	05920		BW(PC.AB)	BLB	H...900850		F		07-07-2010		1			
	6882	05920			BLB	H...900834		F		22-06-2010	04-07-2010	1			sovon_bird_shorthand not available.
	6882	05920		BW(P.CAD)	BLB	H...900834		F		04-07-2010		1			
	6883	05920		BW(PC.AF)	BLB	H...900940		U		07-07-2010		1			
	6884	05920			BLB	H...900829		M		21-06-2010	04-07-2010	1			sovon_bird_shorthand not available.
	6884	05920		BW(PC.AJ)	BLB	H...900829		M		04-07-2010		1			
	6885	05920			BLB	H...900747		F		21-06-2010	04-07-2010	1			sovon_bird_shorthand not available.
	6885	05920		BW(PCA.K)	BLB	H...900747		F		04-07-2010		1			
	6886	05920			BLB	H...900936		M		24-06-2010	04-07-2010	1			sovon_bird_shorthand not available.
	6886	05920		BW(P.CAL)	BLB	H...900936		M		04-07-2010		1	RL	U	
	6887	05920			BLB	H...900843		F		22-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6887	05920		BW(PC.AM)	BLB	H...900843		F		29-06-2010		1	RL	U	
	6888	05920			BLB	H...900934		M		24-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6888	05920		BW(PCA.N)	BLB	H...900934		M		29-06-2010		1			
	6889	05920			BLB	H...900919		F		23-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6889	05920		BW(PC.AR)	BLB	H...900919		F		29-06-2010		1			
	6890	05920		BW(P.CAT)	BLB	H...900909		F		29-06-2010		1			
	6891	05920		BW(P.CAW)	BLB	H...900930		M		29-06-2010		1			
	6892	05920		BW(P.CAZ)	BLB	H...900939		U		07-07-2010		1			
	6893	05920		BW(PDA.T)	BLB	H...900779		U		02-07-2010		1	RL	U	
	6894	05920			BLB	H...900726		F		14-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6894	05920		BW(PD.AY)	BLB	H...900726		F		29-06-2010		1			
	6895	05920			BLB	H...900833		M		22-06-2010	07-07-2010	1			sovon_bird_shorthand not available.
	6895	05920		BW(PGA.Y)	BLB	H...900833		M		07-07-2010		1			
	6896	05920			BLB	H...900714		M		12-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6896	05920		BW(PNA.Y)	BLB	H...900714		M		29-06-2010		1	RL	U	
	6897	05920			BLB	H...900725		F		14-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6897	05920		BW(P.UAY)	BLB	H...900725		F		29-06-2010		1	RL	U	
	6898	05920			BLB	H...900701		M		10-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6898	05920		BW(PW.AY)	BLB	H...900701		M		29-06-2010		1	RL	U	
	6899	05920			BLB	H...900710		F		11-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6899	05920		BW(PZ.AY)	BLB	H...900710		F		29-06-2010		1			
	6900	05910		BW(TZ.AM)	BLB	L...914743		U		15-07-2011		1	RL	U	
	6901	04560		WN(EAAK)	BLB	E...922426		U		15-07-2010		1	LL	U	
	6902	04560		WN(EAAL)	BLB	E...922427		U		15-07-2010		1	LL	U	
	6903	04560		WN(EAAM)	BLB	E...922428		U		15-07-2010		1	LL	U	
	6904	04560		WN(EAAN)	BLB	E...922429		U		15-07-2010		1	LL	U	
	6905	04560		WN(EAAP)	BLB	E...922430		U		15-07-2010		1	LL	U	
	6906	04560		WN(EAAR)	BLB	E...922431		U		15-07-2010		1	LL	U	
	6907	04560		WN(EAAS)	BLB	E...922432		U		15-07-2010		1	LL	U	
	6908	04560		WN(EAAT)	BLB	E...922433		U		15-07-2010		1	LL	U	
	6909	04560		WN(EAAU)	BLB	E...922438		U		15-07-2010		1	LL	U	
	6910	04560		WN(EAAV)	BLB	E...922435		U		15-07-2010		1	LL	U	
	6911	04560		WN(EAKA)	BLB	E...922406		U		09-07-2010		1	LL	U	
	6912	04560		WN(EAKE)	BLB	E...922405		U		15-06-2010		1	LL	U	
	6913	04560		WN(EAKH)	BLB	E...922407		U		09-07-2010		1	LL	U	
	6914	05910		BW(LZ.AW)	BLB	L...909777		M		23-05-2010		A	RL	U	
	6915	05920		BW(MF.AH)	BLB	H...900925		M		05-07-2010		1	RL	U	
	6916	05920			BLB	H...900923		F		23-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6916	05920		BW(MFA.X)	BLB	H...900923		F		29-06-2010		1			
	6917	05922			BLB	L...909775		M		01-06-2002	18-05-2010	1			sovon_bird_shorthand not available.
	6917	05922		BW(MLA.T)	BLB	L...909775		M		18-05-2010		A	RL	U	
	6918	05920		BW(MN.AM)	BLB	L...909776		U		23-05-2010		A	RL	U	
	6919	05920			BLB	H...900704		M		10-06-2010	22-06-2010	1			sovon_bird_shorthand not available.
	6919	05920		BW(MU.AD)	BLB	H...900704		M		22-06-2010		1			
	6920	05920			BLB	H...152690		F		07-06-2010	19-06-2010	1			sovon_bird_shorthand not available.
	6920	05920		BW(M.UAG)	BLB	H...152690		F		19-06-2010		1			
	6921	05920		BW(MV.AB)	BLB	H...900755		U		23-06-2010		1	RL	U	
	6922	05920		BW(M.VAD)	BLB	H...900761		U		30-06-2010		1	RL	U	
	6923	05920		BW(MV.AJ)	BLB	H...900763		U		30-06-2010		1	RL	U	
	6924	05920		BW(M.VAL)	BLB	H...900764		U		30-06-2010		1	RL	U	
	6925	05920			BLB	H...900736		M		20-06-2010	28-06-2010	1			sovon_bird_shorthand not available.
	6925	05920		BW(M.ZAJ)	BLB	H...900736		M		28-06-2010		1	RL	U	
	6926	05920		BW(MZA.Z)	BLB	H...900928		M		25-06-2010		1			
	6927	05910		BW(NB.AC)	BLB	L...912870		U		09-07-2010		1	RL	U	
	6928	05910		BW(NBA.D)	BLB	L...912871		U		09-07-2010		1	RL	U	
	6929	05910		BW(NB.AG)	BLB	L...912873		U		09-07-2010		1	RL	U	
	6930	05910		BW(N.DAD)	BLB	L...912860		U		09-07-2010		1	RL	U	
	6931	05910		BW(NDA.G)	BLB	L...912861		U		09-07-2010		1	RL	U	
	6932	05910		BW(N.DAH)	BLB	L...912862		U		09-07-2010		1	RL	U	
	6933	05910		BW(ND.AJ)	BLB	L...912863		U		09-07-2010		1	RL	U	
	6934	05910		BW(NDA.K)	BLB	L...912864		U		09-07-2010		1	RL	U	
	6935	05910		BW(N.DAL)	BLB	L...912865		U		09-07-2010		1	RL	U	
	6936	05910		BW(ND.AM)	BLB	L...912866		U		09-07-2010		1	RL	U	
	6937	05910		BW(NDA.N)	BLB	L...912867		U		09-07-2010		1	RL	U	
	6938	05910		BW(N.DAP)	BLB	L...912868		U		09-07-2010		1	RL	U	
	6939	05910		BW(NDA.S)	BLB	L...912869		U		09-07-2010		1	RL	U	
	6940	05910		BW(NP.AF)	BLB	L...909793		M		28-06-2010		1	RL	U	
	6941	05910		BW(NPA.N)	BLB	L...909796		U		28-06-2010		1	RL	U	
	6942	05922		BW(N.PAP)	BLB	L...909781		U		23-06-2010		1	RL	D	
	6943	05922		BW(NP.AX)	BLB	L...909792		U		23-06-2010		1	RL	U	
	6944	05910		BW(NU.AK)	BLB	L...912912		F		29-06-2010		1			
	6945	05910		BW(NVA.B)	BLB	L...912521		U		30-06-2010		1	RL	U	
	6946	05910		BW(N.VAC)	BLB	L...912522		U		30-06-2010		1	RL	U	
	6947	05910		BW(NV.AD)	BLB	L...912523		U		30-06-2010		1	RL	U	
	6948	05910		BW(NVA.F)	BLB	L...912524		U		30-06-2010		1	RL	U	
	6949	05910		BW(N.VAG)	BLB	L...912525		U		30-06-2010		1	RL	U	
	6950	05910		BW(NV.AH)	BLB	L...912526		U		30-06-2010		1	RL	U	
	6951	05910		BW(NVA.J)	BLB	L...912527		U		30-06-2010		1	RL	U	
	6952	05910		BW(NV.AL)	BLB	L...912528		U		30-06-2010		1	RL	U	
	6953	05910		BW(NVA.M)	BLB	L...912529		U		30-06-2010		1	RL	U	
	6954	05910		BW(N.VAN)	BLB	L...912530		U		30-06-2010		1	RL	U	
	6955	05910		BW(NV.AP)	BLB	L...912531		U		30-06-2010		1	RL	U	
	6956	05910		BW(NVA.R)	BLB	L...912532		U		30-06-2010		1	RL	U	
	6957	05910		BW(NVA.U)	BLB	L...912534		U		02-07-2010		1	RL	U	
	6958	05910		BW(N.WAA)	BLB	L...912704		U		02-07-2010		1	RL	U	
	6959	05910		BW(NW.AB)	BLB	L...912987		U		02-07-2010		1	RL	U	
	6960	05910		BW(N.WAD)	BLB	L...912992		U		02-07-2010		1	RL	U	
	6961	05910		BW(NW.AF)	BLB	L...912999		U		02-07-2010		1	RL	U	
	6962	05910		BW(N.WAH)	BLB	L...912996		U		02-07-2010		1	RL	U	
	6963	05910		BW(NWA.K)	BLB	L...912991		U		02-07-2010		1	RL	U	
	6964	05910		BW(NW.AM)	BLB	L...912986		U		02-07-2010		1	RL	U	
	6965	05910		BW(NWA.N)	BLB	L...912995		U		02-07-2010		1	RL	U	
	6966	05910		BW(N.WAP)	BLB	L...912985		U		02-07-2010		1	RL	U	
	6967	05910		BW(NW.AR)	BLB	L...912993		U		02-07-2010		1	RL	U	
	6968	05910		BW(NWA.S)	BLB	L...912988		U		02-07-2010		1	RL	U	
	6969	05910		BW(N.WAT)	BLB	L...912702		U		02-07-2010		1	RL	U	
	6970	05910		BW(NW.AU)	BLB	L...912701		U		02-07-2010		1	RL	U	
	6971	05910		BW(NWA.V)	BLB	L...912994		U		02-07-2010		1	RL	U	
	6972	05910		BW(N.WAW)	BLB	L...912998		U		02-07-2010		1	RL	U	
	6973	05910		BW(N.WAZ)	BLB	L...912989		U		02-07-2010		1	RL	U	
	6974	05910		BW(NY.AA)	BLB	L...912705		U		02-07-2010		1	RL	U	
	6975	05910		BW(NYA.B)	BLB	L...912706		U		02-07-2010		1	RL	U	
	6976	05910		BW(N.YAC)	BLB	L...912707		U		02-07-2010		1	RL	D	
	6977	05910		BW(NY.AD)	BLB	L...912708		U		02-07-2010		1	RL	U	
	6978	05910		BW(NYA.F)	BLB	L...912709		U		02-07-2010		1	RL	U	
	6979	05910		BW(N.YAG)	BLB	L...912710		U		02-07-2010		1	RL	U	
	6980	05910		BW(NY.AH)	BLB	L...912711		U		02-07-2010		1	RL	U	
	6981	05920		BW(P.DAU)	BLB	H...900780		U		02-07-2010		1	RL	U	
	6982	05920		BW(PDA.W)	BLB	H...900778		U		02-07-2010		1	RL	U	
	6983	05920		BW(P.DAX)	BLB	H...900781		U		02-07-2010		1	RL	U	
	6984	05920		BW(PDA.Z)	BLB	H...900774		U		02-07-2010		1	RL	U	
	6985	05920		BW(PF.AA)	BLB	H...900782		U		02-07-2010		1	RL	U	
	6986	05920		BW(PF.AD)	BLB	H...900787		U		05-07-2010		1	RL	U	
	6987	05920			BLB	H...900702		M		10-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6987	05920		BW(PH.AY)	BLB	H...900702		M		29-06-2010		1	RL	U	
	6988	05920		BW(PKA.C)	BLB	H...900948		F		15-07-2010		1	RL	U	
	6989	05920		BW(P.MAY)	BLB	H...900932		M		05-07-2010		1	RL	U	
	6990	05920			BLB	H...152659		F		14-06-2010	29-06-2010	1			sovon_bird_shorthand not available.
	6990	05920		BW(PYA.Y)	BLB	H...152659		F		29-06-2010		1	RL	U	
	6991	05910		WPWE	BLB			U		02-07-2002	18-05-2010	1			
	6991	05910		BW(M.NAH)	BLB	L...909773		U		18-05-2010		A	RL	D	
	6992	05910		BW(NBA.H)	BLB	L...912874		U		09-07-2010		1	RL	U	
	6993	05910		BW(N.BAJ)	BLB	L...912875		U		09-07-2010		1	RL	U	
	6994	05910		BW(NB.AK)	BLB	L...912876		U		09-07-2010		1	RL	U	
	6995	05910		BW(NBA.L)	BLB	L...912877		U		09-07-2010		1	RL	U	
	6996	05910		BW(N.BAM)	BLB	L...912878		U		09-07-2010		1	RL	U	
	6997	05910		BW(NB.AN)	BLB	L...912879		U		09-07-2010		1	RL	U	
	6998	05910		BW(NBA.P)	BLB	L...912880		U		09-07-2010		1	RL	U	
	6999	05910		BW(N.BAR)	BLB	L...912881		U		09-07-2010		1	RL	U	
	7000	05910		BW(NB.AS)	BLB	L...912882		U		09-07-2010		1	RL	U	
	7001	05910		BW(NBA.T)	BLB	L...912883		U		09-07-2010		1	RL	U	
	7002	05910		BW(N.BAU)	BLB	L...912884		U		09-07-2010		1	RL	U	
	7003	05920		BW(P.LAX)	BLB	H...901428		U		09-07-2010		1	RL	U	
	7004	05920		BW(PLA.W)	BLB	H...901429		U		09-07-2010		1	RL	D	
	7005	05920		BW(PLA.L)	BLB	H...901430		U		09-07-2010		1	RL	U	
	7006	05920		BW(PL.AV)	BLB	H...901432		U		09-07-2010		1	RL	U	
	7007	05920		BW(P.LAU)	BLB	H...901433		U		09-07-2010		1	RL	U	
	7008	05920		BW(PL.AN)	BLB	H...901434		U		09-07-2010		1	RL	U	
	7009	05920		BW(P.LAR)	BLB	H...901435		U		09-07-2010		1	RL	U	
	7010	05920		BW(PLA.P)	BLB	H...901436		U		09-07-2010		1	RL	U	
	7011	05920		BW(PLA.T)	BLB	H...901437		U		09-07-2010		1	RL	U	
	7012	05910		BW(N.MAF)	BLB	L...909800		M		08-06-2010		A	RL	D	
	7013	05910		BW(N.MAM)	BLB	L...909787		U		08-06-2010		A	RL	U	
	7014	05910		THV	GBT	GA...37661		F		12-07-2003	04-06-2010	1			
	7014	05910		BW(LRA.V)	GBT	GA...37661		F		04-06-2010		A	LL	U	
	7015	05920			BLB	H...900808		U		14-07-2001	04-06-2010	1			sovon_bird_shorthand not available.
	7015	05920		BW(M.WAM)	BLB	H...900808		U		04-06-2010		A	RL	U	
	7016	05910			BLB	L...903921		M		10-07-2005	04-06-2010	1			sovon_bird_shorthand not available.
	7016	05910		BW(MWA.D)	BLB	L...903921		M		04-06-2010		A	LL	U	
	7017	05910			NLA	...5364329		F		25-06-2002	04-06-2010	1			sovon_bird_shorthand not available.
	7017	05910		BW(L.ZAS)	NLA	...5364329		F		04-06-2010		A	LL	U	
	7018	05910		BW(NSA.F)	BLB	L...912978		U		02-07-2010		1	RL	U	
	7019	05920		BW(MZA.W)	BLB	H...900753		U		10-06-2010		A	RL	D	
	7020	05920		BW(MZ.AN)	BLB	H...900754		U		10-06-2010		A	RL	D	
	7021	05910		BW(NM.AC)	BLB	L...912626		M		11-06-2010		A	RL	U	
	7022	05910		BW(LZ.AP)	BLB	L...909785		F		28-05-2010		A	RL	U	
	7023	05910			BLB	L...909786		U		10-07-2002	28-05-2010	A			sovon_bird_shorthand not available.
	7023	05910		BW(LZ.AT)	BLB	L...909786		U		28-05-2010		A	RL	D	
	7024	05910			BLB	L...901451		M		10-07-2004	28-05-2010	1			sovon_bird_shorthand not available.
	7024	05910		BW(MM.AZ)	BLB	L...901451		M		28-05-2010		A	LL	U	
	7025	05910			BLB	L...906605		U		16-07-2006	28-05-2010	1			sovon_bird_shorthand not available.
	7025	05910		MMAS	BLB	L...906605		U		28-05-2010	01-06-2016	A			
	7025	05910		BW(A.HOW)	BLB	L...906605		U		01-06-2016		A	RL	U	
	7026	05910		BW(N.AAD)	BLB	L...912776		U		14-07-2010		1	RL	U	
	7027	05910		BW(NWA.G)	BLB	L...912997		U		02-07-2010		1	RL	U	
	7028	05910		BW(NVA.X)	BLB	L...912538		U		30-06-2010		1	RL	U	
	7029	05910		BW(NS.AH)	BLB	L...912979		U		02-07-2010		1	RL	U	
	7030	05910		BW(NMA.Z)	BLB	L...909789		F		08-06-2010		A	RL	D	
	7031	05910		BW(N.SAK)	BLB	L...912976		U		02-07-2010		1	RL	U	
	7032	05920			BLB	H...900835		M		22-06-2010	04-07-2010	1			sovon_bird_shorthand not available.
	7032	05920		BW(P.CAH)	BLB	H...900835		M		04-07-2010		1	RL	U	
	7033	05910		BW(N.UAM)	BLB	L...912940		F		29-06-2010		1	RL	U	
	7034	05910		BW(NS.AL)	BLB	L...912975		U		02-07-2010		1	RL	U	
	7035	05910		BW(NSA.X)	BLB	L...912966		U		02-07-2010		1	RL	U	
	7036	05920			BLB	H...152685		F		08-06-2010	21-06-2010	1			sovon_bird_shorthand not available.
	7036	05920		BW(MFA.F)	BLB	H...152685		F		21-06-2010		1	RL	U	
	7037	05910		BW(NU.AG)	BLB	L...912917		F		29-06-2010		1			
	7038	05920		BW(MVA.G)	BLB	H...900762		U		30-06-2010		1	RL	U	
	7039	05920		BW(P.JAY)	BLB	H...900945		M		07-07-2010		1			
	7040	05910		BW(BFO.G)		L...925549		U		25-05-2017		A	RL	D	
	7041	05910		BW(AX.OB)		L...925751		F		31-05-2017		A	RL	U	uvabits_gps_tag.
	7042	05920		BW(C.MOK)		H...907932		M		31-05-2017		A	RL	U	uvabits_gps_tag.
	7043	05910		BW(NNA.B)		L...925726		M		02-06-2017		A	RL	U	uvabits_gps_tag.
	7044	05910		BW(BFO.N)		L...925727		M		07-06-2017		A	RL	U	uvabits_gps_tag.
	7045	05910		BW(A.FOT)		L...925728		F		07-06-2017		A	RL	U	uvabits_gps_tag.
	7046	05910		YLAS		L...917359		M		16-06-2014	12-06-2017	A			uvabits_gps_tag.
	7046	05910		BW(BCO.G)		L...917359		M		12-06-2017		A	RL	U	uvabits_gps_tag.
	7047	05920		BW(C.ZOA)		H...905018		U		14-02-2018		9	RL	U	
	7048	05920		BW(CDO.C)		H...905019		U		14-02-2018		A	RL	U	
	7049	05920		BW(PN.AB)		H...907881		U		05-08-2016		1	RL	U	
	7050	05920		BW(PNA.S)		H...900799		U		05-08-2016		1	RL		
	7051	05920		BW(P.NAT)		H...907882		U		05-08-2016		1	RL	U	
	7052	05920		BW(P.SAW)		H...907878		U		05-08-2016		1	RL	D	
	7053	05920		BW(P.WAM)		H...900800		U		05-08-2016		1	RL	D	
	7054	05920		BW(PW.AN)		H...900797		U		05-08-2016		1	RL	D	
	7055	05920		BW(P.WAR)		H...907875		U		05-08-2016		1	RL	D	
	7056	05920		BW(PWA.T)		H...907876		U		05-08-2016		1	RL	U	
	7057	05910		BW(B.COP)				U		15-09-2017		3			bird_ring_number not available.
	7058	05910		BW(BRO.S)				U		09-11-2017		3			bird_ring_number not available.
	7059	05920		BW(G.MAR)	BLB	H...152337		U		31-07-2007		1	RL		
	7060	05920		BW(F.LAA)	BLB	H...152341		U		02-08-2007		1	RL	U	
	7061	05920		BW(FL.AU)	BLB	H...152345		U		09-08-2007		9	RL	U	
	7062	05920		BW(FM.AG)	BLB	H...152347		U		09-08-2007		9	RL	D	
	7063	05910			BLB	L...907005		M		06-07-2002	12-06-2007	1			sovon_bird_shorthand not available.
	7063	05910		BW(GJA.N)	BLB	L...907005		M		12-06-2007		A	RL	D	
	7064	05910		BW(GMA.T)	BLB	L...906966		U		19-07-2007		1	RL		
	7065	05910		BW(GM.AY)	BLB	L...907126		U		13-07-2007		1	RL	U	
	7066	05910		BW(GUA.A)	BLB	L...906716		F		08-06-2007		A	RL	U	
	7067	05910		BW(G.UAB)	BLB	L...906717		F		08-06-2007		A	RL	U	
	7068	05910		BW(GU.AC)	BLB	L...906719		M		08-06-2007		A	RL	U	
	7069	05910		BW(GUA.D)	BLB	L...906721		F		11-06-2007		A	RL	U	
	7070	05910		BW(G.UAF)	BLB	L...906722		M		11-06-2007		A	RL	U	
	7071	05910		BW(GU.AG)	BLB	L...906724		F		11-06-2007		A	RL	U	
	7072	05910		BW(GUA.H)	BLB	L...906725		F		11-06-2007		A	RL	U	
	7073	05910			BLB	L...906726		M		04-07-2001	11-06-2007	1			sovon_bird_shorthand not available.
	7073	05910		BW(G.UAJ)	BLB	L...906726		M		11-06-2007		A	RL	U	
	7074	05910		BW(GU.AK)	BLB	L...906730		F		11-06-2007		A	RL	U	
	7075	05910		BW(GUA.L)	BLB	L...906729		F		11-06-2007		A	RL	U	
	7076	05910		BW(G.UAM)	BLB	L...906727		F		11-06-2007		A	RL	U	
	7077	05910		BW(GU.AN)	BLB	L...906728		F		11-06-2007		A	RL	U	
	7078	05910		BW(G.UAR)	BLB	L...906733		M		11-06-2007		A	RL	U	
	7079	05910		BW(GU.AS)	BLB	L...906734		M		11-06-2007		A	RL	U	
	7080	05910		BW(GUA.T)	BLB	L...906735		F		11-06-2007		A	RL	U	
	7081	05910		BW(G.UAU)	BLB	L...906736		M		11-06-2007		A	RL	U	
	7082	05910			BLB	L...906737		M		01-06-1999	11-06-2007	1			sovon_bird_shorthand not available.
	7082	05910		BW(GU.AV)	BLB	L...906737		M		11-06-2007		A	RL	U	
	7083	05910		BW(GUA.W)	BLB	L...906738		M		11-06-2007		A	RL	U	
	7084	05910		BW(G.UAX)	BLB	L...906739		M		11-06-2007		A	RL	U	
	7085	05910		GUAY	BLB	L...907124		M		13-07-2007	05-06-2018	1			
	7085	05910		BW(DDO.V)	BLB	L...907124		M		05-06-2018		A	RL		
	7086	05910		BW(GUA.Z)	BLB	L...906740		F		11-06-2007		A	RL	U	
	7087	05910		BW(G.VAY)	BLB	L...907125		U		13-07-2007		1	RL	U	
