Nummer	first_Nummer	NummerNieuw	NummerDesc	Plaats	RingKleurCode	InscriptieKleurCode	EuringCode	GeslachtCode	MetaalringNummer	MetaalringPlaats	MetaalringLandCode	color_ring	sovon_bird_notes
CVAA	CVAA	CVAA	CV.AA	RU	B	W	05920	O	H146251	LL	BE		
CVAB	CVAB	CVAB	CVA.B	RU	B	W	05920	O	H146252	LL	BE		
CVAK	CVAK	CVAK	C.VAK	RU	B	W	05920	O	H145985	LL	BE		
CVAL	CVAL	CVAL	CV.AL	RU	B	W	05920	O	H145986	LL	BE		
CVAM	CVAM	CVAM	CVA.M	RU	B	W	05920	M	H145987	LL	BE		
CVAN	CVAN	CVAN	C.VAN	RU	B	W	05920	O	H145991	LL	BE		
CVAP	CVAP	CVAP	CV.AP	RU	B	W	05920	O	H145989	LL	BE		
CVAR	CVAR	CVAR	CVA.R	RU	B	W	05920	O	H145992	LL	BE		
CVAS	CVAS	CVAS	C.VAS	RU	B	W	05920	O	H145995	LL	BE		
CVAT	CVAT	CVAT	CV.AT	RU	B	W	05920	O	H145990	LL	BE		
CVAU	CVAU	CVAU	CVA.U	RU	B	W	05920	O	H145993	LL	BE		
CVAV	CVAV	CVAV	C.VAV	RU	B	W	05920	O	H145988	LL	BE		
CVAW	CVAW	CVAW	CV.AW	RU	B	W	05920	O	H145995	LL	BE		
CVAY	CVAY	CVAY	C.VAY	RU	B	W	05920	O	H145996	LL	BE		
CWAF	CWAF	CWAF	CW.AF	RU	B	W	05920	O	H146267	LL	BE		
CWAG	CWAG	CWAG	CWA.G	RU	B	W	05920	O	H145999	LL	BE		
CWAH	CWAH	CWAH	C.WAH	RU	B	W	05920	O	H146268	LL	BE		
CWAJ	CWAJ	CWAJ	CW.AJ	RU	B	W	05920	O	H146269	LL	BE		
CWAK	CWAK	CWAK	CWA.K	RU	B	W	05920	O	H146270	LL	BE		
CWAL	CWAL	CWAL	C.WAL	RU	B	W	05920	O	H146271	LL	BE		
CWAM	CWAM	CWAM	CW.AM	RU	B	W	05920	M	H146272	LL	BE		
CWAN	CWAN	CWAN	CWA.N	RU	B	W	05920	O	H146273	LL	BE		
CWAP	CWAP	CWAP	C.WAP	RU	B	W	05920	O	H146274	LL	BE		
CWAR	CWAR	CWAR	CW.AR	RU	B	W	05920	O	H146275	LL	BE		
CWAS	CWAS	CWAS	CWA.S	RU	B	W	05920	O	H146276	LL	BE		
CWAY	CWAY	CWAY	CWA.Y	RU	B	W	05920	O	H146277	LL	BE		
CZAY	CZAY	CZAY	CZA.Y	RU	B	W	05920	O	H146287	LL	BE		
FXAP	FXAP	FXAP	FXA.P	LU	B	W	05920	O	H152325	RL	BE		
FXAS	FXAS	FXAS	FX.AS	LU	B	W	05920	O	H152327	RL	BE		
FXAT	FXAT	FXAT	FXA.T	LU	B	W	05920	O	H152328	RL	BE		
FXAV	FXAV	FXAV	FX.AV	LU	B	W	05920	O	H152326	RL	BE		
FXAW	FXAW	FXAW	FXA.W	LU	B	W	05920	O	H152324	RL	BE		
GFAF	GFAF	GFAF	GF.AF	RU	B	W	05920	O	H145836	LL	BE		
GFAG	GFAG	GFAG	GFA.G	RU	B	W	05920	O	H145837	LL	BE		
GFAH	GFAH	GFAH	G.FAH	RU	B	W	05920	O	H145835	LL	BE		
GFAJ	GFAJ	GFAJ	GF.AJ	RU	B	W	05920	O	H145838	LL	BE		
GFAM	GFAM	GFAM	GF.AM	RU	B	W	05920	O	H145840	LL	BE		
GFAA	GFAA	GFAA	G.FAA	RU	B	W	05920	V	H145816	LL	BE		
GFAC	GFAC	GFAC	GFA.C	RD	B	W	05920	O	H145826	LL	BE		
GFAD	GFAD	GFAD	G.FAD	RU	B	W	05920	O	H145834	LL	BE		
GFAK	GFAK	GFAK	GFA.K	RU	B	W	05920	O	H145839	LL	BE		
GFAN	GFAN	GFAN	GFA.N	RU	B	W	05920	M	H145825	LL	BE		
GFAP	GFAP	GFAP	G.FAP	RD	B	W	05910	V	L907010	LL	BE		
GGAJ	GGAJ	GGAJ	G.GAJ	RU	B	W	05910	O	L907039	LL	BE		
GGAK	GGAK	GGAK	GG.AK	RU	B	W	05910	O	L907041	LL	BE		
GHAC	GHAC	GHAC	G.HAC	RU	B	W	05910	M	L907014	LL	BE		
GHAD	GHAD	GHAD	GH.AD	RU	B	W	05910	V	L907015	LL	BE		
GHAF	GHAF	GHAF	GHA.F	RU	B	W	05910	O	5360191	LL	NL		
GHAH	GHAH	GHAH	GH.AH	RU	B	W	05910	M	L907018	LL	BE		
GHAJ	GHAJ	GHAJ	GHA.J	RU	B	W	05910	M	L907020	LL	BE		
GHAK	GHAK	GHAK	G.HAK	RU	B	W	05910	O	L907021	LL	BE		
GHAL	GHAL	GHAL	GH.AL	RU	B	W	05910	V	L907019	LL	BE		
GHAN	GHAN	GHAN	G.HAN	RU	B	W	05910	V	L907024	LL	BE		
GHAP	GHAP	GHAP	GH.AP	RU	B	W	05910	M	L907025	LL	BE		
GHAR	GHAR	GHAR	GHA.R	RU	B	W	05910	V	L907023	LL	BE		
GHAS	GHAS	GHAS	G.HAS	RU	B	W	05910	V	L907026	LL	BE		
GHAX	GHAX	GHAX	GHA.X	RU	B	W	05910	O	L907029	LL	BE		
GTAL	GTAL	GTAL	G.TAL	RU	B	W	05910	O	L906619	LL	BE		
GTAM	GTAM	GTAM	GT.AM	RU	B	W	05910	M	L906620	LL	BE		
GTAN	GTAN	GTAN	GTA.N	RU	B	W	05910	V	L906621	LL	BE		
GTAP	GTAP	GTAP	G.TAP	RD	B	W	05910	V	L906622	LL	BE		
GTAR	GTAR	GTAR	GT.AR	LU	B	W	05910	M	GG49458	RL	UK		
EE66	EE66	GTAT	G.TAT	RU	B	W	05910	M	L906624	LL	BE		
GTAU	GTAU	GTAU	GT.AU	RU	B	W	05910	O	L906625	LL	BE		
ES59	ES59	GTAV	GTA.V	RU	B	W	05910	O	L906627	LL	BE		
GTAW	GTAW	GTAW	G.TAW	RD	B	W	05910	V	L906628	LL	BE		
GTAX	GTAX	GTAX	GT.AX	RU	B	W	05910	V	L906629	LL	BE		
GTAZ	GTAZ	GTAZ	G.TAZ	RU	B	W	05910	V	L906626	LL	BE		
EAK2	EAK2	GVAH	GV.AH	LU	B	W	05910	V	L906683	RL	BE		
AS1	AS1	BVAJ	BVAJ	RU	B	W	05910	V	L89332	LL	BE		
E633	E633	DFAT	DF.AT	RU	B	W	05910	M	L904908	LL	BE		
GFAU	GFAU	GFAU	GF.AU	RU	B	W	05920	V	H145822	LL	BE		
CCAA	CCAA	CCAA	CC.AA	RU	B	W	05922	O	H145842	LL	BE		
CCAB	CCAB	CCAB	CCA.B	RD	B	W	05920	O	H145843	LL	BE		
CCAC	CCAC	ZWAH	Z.WAH	RU	B	W	05920	V	H905204	LL	BE		
CCAD	CCAD	CCAD	CC.AD	RD	B	W	05920	M	H145846	LL	BE		
CCAF	CCAF	CCAF	CCA.F	RU	B	W	05920	O	H145844	LL	BE		
CCAG	CCAG	CCAG	C.CAG	RU	B	W	05920	O	H145847	LL	BE		
CCAH	CCAH	CCAH	CC.AH	RD	B	W	05920	O	H145848	LL	BE		
CCAJ	CCAJ	CCAJ	CCA.J	RU	B	W	05920	O	H145849	LL	BE		
CCAK	CCAK	CCAK	C.CAK	RU	B	W	05920	O	H145850	LL	BE		
CCAL	CCAL	CCAL	CC.AL	RU	B	W	05920	O	H145841	LL	BE		
CCAM	CCAM	CCAM	CCA.M	RU	B	W	05920	O	H145980	LL	BE		
CCAV	CCAV	CCAV	C.CAV	RU	B	W	05920	O	H145982	LL	BE		
CCAW	CCAW	CCAW	CC.AW	RU	B	W	05920	O	H145981	LL	BE		
CCAX	CCAX	CCAX	CCA.X	RU	B	W	05920	V	H145983	LL	BE		
CCAY	CCAY	CCAY	C.CAY	RU	B	W	05910	O	L907128	LL	BE		
CCAZ	CCAZ	CCAZ	CC.AZ	RU	B	W	05920	M	H145984	LL	BE		
CDAA	CDAA	CDAA	C.DAA	RU	B	W	05920	O	H145951	LL	BE		
CDAB	CDAB	CDAB	CD.AB	RU	B	W	05920	O	H145954	LL	BE		
CDAC	CDAC	CDAC	CDA.C	RU	B	W	05920	O	H145952	LL	BE		
CDAD	CDAD	CDAD	C.DAD	RD	B	W	05920	O	H145953	LL	BE		
CDAF	CDAF	CDAF	CD.AF	RU	B	W	05920	O	H145955	LL	BE		
CDAG	CDAG	CDAG	CDA.G	RU	B	W	05920	O	H145956	LL	BE		
CDAH	CDAH	CDAH	C.DAH	RU	B	W	05920	O	H145957	LL	BE		
CDAR	CDAR	CDAR	CD.AR	RU	B	W	05920	O	H145958	LL	BE		
CDAS	CDAS	CDAS	CDA.S	RU	B	W	05920	O	H145959	LL	BE		
CDAT	CDAT	CDAT	C.DAT	RU	B	W	05920	O	H145960	LL	BE		
CDAU	CDAU	CDAU	CD.AU	RU	B	W	05920	O	H145961	LL	BE		
CDAV	CDAV	CDAV	CDA.V	RU	B	W	05920	O	H145962	LL	BE		
CDAW	CDAW	CDAW	C.DAW	RU	B	W	05920	O	H145963	LL	BE		
CDAX	CDAX	CDAX	CD.AX	RD	B	W	05920	O	H145964	LL	BE		
CDAY	CDAY	CDAY	CDA.Y	RU	B	W	05920	O	H145965	LL	BE		
CDAZ	CDAZ	CDAZ	C.DAZ	RU	B	W	05920	O	H145966	LL	BE		
CFAA	CFAA	CFAA	CFA.A	RU	B	W	05920	O	H145739	LL	BE		
CFAB	CFAB	CFAB	C.FAB	RU	B	W	05920	O	H146254	LL	BE		
CFAC	CFAC	YNAJ	YN.AJ	RU	B	W	05920	M	H901953	LL	BE		
CFAY	CFAY	CFAY	CF.AY	RU	B	W	05920	O	H146256	LL	BE		
CGAY	CGAY	CGAY	C.GAY	RU	B	W	05920	O	H146280	LL	BE		
CHAY	CHAY	CHAY	CHA.Y	RU	B	W	05920	O	H146278	LL	BE		
CJAY	CJAY	CJAY	CJ.AY	RU	B	W	05920	O	H146279	LL	BE		
CKAY	CKAY	CKAY	C.KAY	RU	B	W	05920	O	H146281	LL	BE		
CLAY	CLAY	CLAY	CLA.Y	RU	B	W	05920	O	H146282	LL	BE		
CMAY	CMAY	CMAY	CM.AY	RU	B	W	05920	O	H146283	LL	BE		
CNAY	CNAY	CNAY	C.NAY	RU	B	W	05920	M	H146284	LL	BE		
CPAY	CPAY	CPAY	CPA.Y	RU	B	W	05920	O	H146288	LL	BE		
DVAS	DVAS	DVAS	DVA.S		B	W	05910	O	L906376		BE		
DWAB	DWAB	DWAB	D.WAB		B	W	05910	O	L906122		BE		
DWAD	DWAD	DWAD	DWA.D	RU	B	W	05910	O	L906126	LL	BE		
DWAS	DWAS	DWAS	DW.AS	RU	B	W	05910	O	L906362	LL	BE		
DXAB	DXAB	DXAB	DXA.B	RU	B	W	05910	O	L904965	LL	BE		
DXAD	DXAD	DXAD	DX.AD	RU	B	W	05910	O	L904967	LL	BE		
DXAF	DXAF	DXAF	DXA.F	RU	B	W	05910	O	L904968	LL	BE		
DXAY	DXAY	DXAY	D.XAY	RU	B	W	05910	O	L904984	LL	BE		
DZAF	DZAF	DZAF	D.ZAF	RU	B	W	05910	O	L906101	LL	BE		
DZAW	DZAW	DZAW	DZA.W		B	W	05910	O	L906107		BE		
DYAH	DYAH	DYAH	D.YAH	RU	B	W	05910	O	none				
DYAJ	DYAJ	DYAJ	DY.AJ	RU	B	W	05910	O	none				
DYAM	DYAM	DYAM	DY.AM	RU	B	W	05910	O	none				
DYAP	DYAP	DYAP	D.YAP	RU	B	W	05910	O	none				
DYAS	DYAS	DYAS	DYA.S	RD	B	W	05910	O	none				
DYAV	DYAV	DYAV	DYA.V	RU	B	W	05910	V	none				
FPAG	FPAG	FPAG	FPA.G	RU	B	W	05920	O	H146438	LL	BE		
FKAV	FKAV	FKAV	F.KAV	RU	B	W	05920	M	H136810	LL	BE		
FLAP	FLAP	FLAP	F.LAP	RU	B	W	05926	M	H146402	LL	BE		
FLAT	FLAT	FLAT	F.LAT	RU	B	W	05926	M	H146406	LL	BE		
FNAV	FNAV	FNAV	F.NAV	LU	B	W	05920	O	H131276	RL	BE		
FPAB	FPAB	FPAB	FP.AB	RU	B	W	05920	V	H146384	LL	BE		
FWAL	FWAL	FWAL	F.WAL	RU	B	W	05920	M	H146316	LL	BE		
DVAG	DVAG	DVAG	DVA.G	RU	B	W	05910	O	L906367	LL	BE		
DVAJ	DVAJ	DVAJ	DV.AJ	RU	B	W	05910	M	L906369	LL	BE		
DVAK	DVAK	DVAK	DVA.K	LU	B	W	05910	O	L906476	RL	BE		
DVAL	DVAL	DVAL	D.VAL	RD	B	W	05910	V	L906370	LL	BE		
DVAP	DVAP	DVAP	D.VAP	RU	B	W	05910	M	L906374	LL	BE		
DVAT	DVAT	DVAT	D.VAT	RU	B	W	05910	O	L906379	LL	BE		
DVAW	DVAW	DVAW	D.VAW	RU	B	W	05910	O	L906384	LL	BE		
FRAR	FRAR	FRAR	F.RAR	RU	B	W	05920	V	H136809	LL	BE		
FXAJ	FXAJ	FXAJ	F.XAJ	RU	B	W	05920	V	H136811	LL	BE		
DPAT	DPAT	DPAT	DPA.T	RU	B	W	05910	O	L905879	LL	BE		
DRAD	DRAD	DRAD	DR.AD	RU	B	W	05910	O	L905869	LL	BE		
DRAJ	DRAJ	DRAJ	DRA.J	RU	B	W	05910	O	L62022	LL	BE		
DRAK	DRAK	DRAK	D.RAK	RU	B	W	05910	O	L62023	LL	BE		
DSAR	DSAR	DSAR	DS.AR	RU	B	W	05910	O	L905000	LL	BE		
DTAL	DTAL	DTAL	DTA.L	RU	B	W	05910	O	none				
DTAP	DTAP	DTAP	DTA.P	RU	B	W	05920	O	H145660	LL	BE		
DTAR	DTAR	DTAR	D.TAR	RU	B	W	05920	V	H145661	LL	BE		
DTAX	DTAX	DTAX	D.TAX	RU	B	W	05920	O	H145666	LL	BE		
FWAB	FWAB	FWAB	FW.AB	LU	B	W	05920	O	H152479	RL	BE		
FYAG	FYAG	FYAG	F.YAG	RU	B	W	05920	O	H131996	LL	BE		
FZAA	FZAA	FZAA	F.ZAA	RU	B	W	05920	O	H145917	LL	BE		
FNAJ	FNAJ	FNAJ	FNA.J	RU	B	W	05920	O	H146322	LL	BE		
DPAK	DPAK	DPAK	DP.AK	RU	B	W	05910	O	L905886	LL	BE		
DPAY	DPAY	DPAY	DP.AY	RU	B	W	05910	O	L905874	LL	BE		
DRAA	DRAA	DRAA	DR.AA	RU	B	W	05910	O	L905872	LL	BE		
DRAX	DRAX	DRAX	DRA.X	RU	B	W	05910	O	L62036	LL	BE		
DSAH	DSAH	DSAH	D.SAH	RU	B	W	05910	O	L904993	LL	BE		
DSAW	DSAW	DSAW	D.SAW	RU	B	W	05910	O	L905861	LL	BE		
DTAD	DTAD	DTAD	DTA.D	RU	B	W	05910	O	L62041	LL	BE		
DTAM	DTAM	DTAM	D.TAM	RU	B	W	05910	M	none				
DTAS	DTAS	DTAS	DT.AS	RU	B	W	05920	O	H145662	LL	BE		
DUAV	DUAV	DUAV	D.UAV	RU	B	W	05910	O	L905944	LL	BE		
FNAF	FNAF	FNAF	FNA.F	RU	B	W	05920	O	H146319	LL	BE		
FYAF	FYAF	FYAF	FYA.F	RU	B	W	05920	O	H146433	LL	BE		
FXAL	FXAL	FXAL	FXA.L	RL	B	W	05920	O	H152322	LL	BE		
FKAA	FKAA	FKAA	FK.AA	RU	B	W	05920	V	H145809	LL	BE		
FKAD	FKAD	FKAD	FK.AD	RU	B	W	05920	O	H145810	LL	BE		
EX48	EX48	FKAK	F.KAK	RU	B	W	05920	V	H145812	LL	BE		
FKAT	FKAT	FKAT	FK.AT	RU	B	W	05920	V	H145693	LL	BE		
FKAW	FKAW	FKAW	FK.AW	RU	B	W	05920	O	H145813	LL	BE		
FKAZ	FKAZ	FKAZ	FK.AZ	RU	B	W	05920	O	H145814	LL	BE		
GAAA	GAAA	GAAA	GA.AA	RU	B	W	05920	V	H145694	LL	BE		
GAAB	GAAB	GAAB	GAA.B	RU	B	W	05920	M	H145817	LL	BE		
GAAD	GAAD	GAAD	GA.AD	RU	B	W	05920	V	H145819	LL	BE		
GAAF	GAAF	GAAF	GAA.F	RU	B	W	05920	M	5365902	LL	NL		
GAAG	GAAG	GAAG	G.AAG	RU	B	W	05920	O	H145820	LL	BE		
GAAL	GAAL	GAAL	GA.AL	RU	B	W	05920	V	H152140	LL	BE		
GAAT	GAAT	GAAT	GA.AT	RU	B	W	05920	V	H145695	LL	BE		
GDAA	GDAA	GDAA	GD.AA	RU	B	W	05920	O	H145815	LL	BE		
GFAS	GFAS	GFAS	GFA.S	RU	B	W	05920	V	H145697	LL	BE		
GFAV	GFAV	GFAV	GFA.V	RU	B	W	05920	O	H145696	LL	BE		
GGAA	GGAA	GGAA	GGA.A	RU	B	W	05910	V	L907032	LL	BE		
GGAB	GGAB	GGAB	G.GAB	RU	B	W	05910	O	L907033	LL	BE		
GGAC	GGAC	GGAC	GG.AC	RU	B	W	05910	M	L907036	LL	BE		
GGAD	GGAD	GGAD	GGA.D	RU	B	W	05910	O	L907037	LL	BE		
GGAF	GGAF	GGAF	G.GAF	RU	B	W	05910	M	H145827	LL	BE		
GGAG	GGAG	GGAG	GG.AG	RU	B	W	05910	M	L907038	LL	BE		
GGAH	GGAH	GGAH	GGA.H	RU	B	W	05910	O	L907040	LL	BE		
FRAN	FRAN	FRAN	FR.AN		B	W	05920	O	H152475		BE		
FSAA	FSAA	FSAA	FS.AA	RU	B	W	05920	O	H145895	LL	BE		
FSAB	FSAB	FSAB	FSA.B	RU	B	W	05920	O	H145896	LL	BE		
FSAJ	FSAJ	FSAJ	FSA.J	RU	B	W	05920	O	H145900	LL	BE		
FSAU	FSAU	FSAU	FSA.U	RU	B	W	05920	O	H145656	LL	BE		
FTAP	FTAP	FTAP	F.TAP	RU	B	W	05920	O	H146327	LL	BE		
FUAG	FUAG	FUAG	FU.AG	RU	B	W	05920	O	H145940	LL	BE		
FUAW	FUAW	FUAW	FUA.W	RU	B	W	05920	O	H145949	LL	BE		
FVAD	FVAD	FVAD	FV.AD	RU	B	W	05920	O	H145689	LL	BE		
FVAK	FVAK	FVAK	F.VAK	RU	B	W	05920	O	H146430	LL	BE		
FVAU	FVAU	FVAU	FVA.U	RU	B	W	05920	O	H152309	LL	BE		
FVAV	FVAV	FVAV	F.VAV	RU	B	W	05920	O	H146429	LL	BE		
FVAW	FVAW	FVAW	FV.AW	RU	B	W	05920	O	H131980	LL	BE		
FVAX	FVAX	FVAX	FVA.X	RU	B	W	05920	O	H131986	LL	BE		
FWAA	FWAA	FWAA	F.WAA	RU	B	W	05920	O	H146328	LL	BE		
FYAT	FYAT	FYAT	FY.AT	RU	B	W	05920	O	H146426	LL	BE		
FYAU	FYAU	FYAU	FYA.U	RU	B	W	05920	O	H146450	LL	BE		
FYAX	FYAX	FYAX	FYA.X	RU	B	W	05920	O	H146329	LL	BE		
GHAW	GHAW	GHAW	GH.AW	RD	B	W	05910	O	L906676	LL	BE		
GKAL	GKAL	GKAL	GKA.L	RU	B	W	05910	O	L906675	LL	BE		
DSAD	DSAD	DSAD	D.SAD	RU	B	W	05910	O	L904990	LL	BE		
DZAC	DZAC	DZAC	DZ.AC	RU	B	W	05910	O	L906044	LL	BE		
DLAH	DLAH	DLAH	DLA.H	RU	B	W	05910	V	L904834	LL	BE		
FRAC	FRAC	FRAC	FR.AC	RU	B	W	05920	V	H112132	LL	BE		
FRAJ	FRAJ	FRAJ	F.RAJ	RU	B	W	05920	M	H136806	LL	BE		
FRAX	FRAX	FRAX	F.RAX	RU	B	W	05920	V	H136818	LL	BE		
FSAK	FSAK	FSAK	F.SAK	RU	B	W	05920	V	H136831	LL	BE		
DPAD	DPAD	DPAD	DPA.D	RU	B	W	05910	V	L905867	LL	BE		
DPAZ	DPAZ	DPAZ	DPA.Z	RU	B	W	05910	M	L905873	LL	BE		
DTAU	DTAU	DTAU	D.TAU	RU	B	W	05920	O	H145664	LL	BE		
DWAN	DWAN	DWAN	DW.AN	RU	B	W	05910	O	L906356	LL	BE		
DWAY	DWAY	DWAY	DW.AY	RD	B	W	05910	M	L906353	LL	BE		
DXAW	DXAW	DXAW	DX.AW	RU	B	W	05910	O	L904982	LL	BE		
FRAY	FRAY	FRAY	FR.AY	RU	B	W	05920	O	H153660	LL	BE		
FSAT	FSAT	FSAT	FS.AT	RU	B	W	05920	O	H145655	LL	BE		
FSAM	FSAM	FSAM	FSA.M	RU	B	W	05920	O	H145652	LL	BE		
FKAL	FKAL	FKAL	FK.AL	RU	B	W	05920	M	H146304	LL	BE		
FKAP	FKAP	FKAP	FK.AP	RU	B	W	05920	O	H146419	LL	BE		
DPAB	DPAB	DPAB	D.PAB	RU	B	W	05910	O	L905863	LL	BE		
DPAC	DPAC	DPAC	DP.AC	RU	B	W	05910	O	L905864	LL	BE		
DPAL	DPAL	DPAL	DPA.L	RU	B	W	05910	O	L905885	LL	BE		
DPAM	DPAM	DPAM	D.PAM	RU	B	W	05910	M	L905884	LL	BE		
DPAN	DPAN	DPAN	DP.AN	RU	B	W	05910	O	L905883	LL	BE		
DPAV	DPAV	DPAV	DP.AV	RU	B	W	05910	O	L905877	LL	BE		
DPAW	DPAW	DPAW	DPA.W	RU	B	W	05910	O	L905876	LL	BE		
DPAX	DPAX	DPAX	D.PAX	RU	B	W	05910	O	L905875	LL	BE		
DRAB	DRAB	DRAB	DRA.B	RU	B	W	05910	O	L905871	LL	BE		
DRAC	DRAC	DRAC	D.RAC	RU	B	W	05910	O	L905870	LL	BE		
DRAF	DRAF	DRAF	DRA.F	RU	B	W	05910	O	L905868	LL	BE		
DRAM	DRAM	DRAM	DRA.M	RU	B	W	05910	O	L62025	LL	BE		
DRAP	DRAP	DRAP	DR.AP	RU	B	W	05910	O	L62027	LL	BE		
DRAW	DRAW	DRAW	DR.AW	RU	B	W	05910	M	L62033	LL	BE		
DRAY	DRAY	DRAY	D.RAY	RU	B	W	05910	O	L62034	LL	BE		
DRAZ	DRAZ	DRAZ	DR.AZ	RU	B	W	05910	O	L62037	LL	BE		
DSAB	DSAB	DSAB	DS.AB	RU	B	W	05910	O	L905950	LL	BE		
DSAC	DSAC	DSAC	DSA.C	RU	B	W	05910	O	L904989	LL	BE		
DSAF	DSAF	DSAF	DS.AF	RU	B	W	05910	O	L904991	LL	BE		
DSAG	DSAG	DSAG	DSA.G	RU	B	W	05910	O	L904992	LL	BE		
DSAK	DSAK	DSAK	DSA.K	RU	B	W	05910	O	L904995	LL	BE		
DSAL	DSAL	DSAL	D.SAL	RU	B	W	05910	V	L904996	LL	BE		
DSAM	DSAM	DSAM	DS.AM	RU	B	W	05910	O	L904997	LL	BE		
DSAN	DSAN	DSAN	DSA.N	RU	B	W	05910	O	L904998	LL	BE		
DSAP	DSAP	DSAP	D.SAP	RU	B	W	05910	O	L904999	LL	BE		
DSAU	DSAU	DSAU	DS.AU	RU	B	W	05910	O	L905856	LL	BE		
DTAC	DTAC	DTAC	DT.AC	RU	B	W	05910	O	L62040	LL	BE		
DTAH	DTAH	DTAH	DTA.H	RU	B	W	05910	O	L62045	LL	BE		
DUAA	DUAA	DUAA	DU.AA	RU	B	W	05910	O	L904986	LL	BE		
DUAC	DUAC	DUAC	D.UAC	RU	B	W	05910	O	L904988	LL	BE		
DUAG	DUAG	DUAG	D.UAG	RU	B	W	05910	M	L905932	LL	BE		
DUAJ	DUAJ	DUAJ	DUA.J	RU	B	W	05910	O	L905934	LL	BE		
DUAL	DUAL	DUAL	DU.AL	RU	B	W	05910	O	L905936	LL	BE		
DUAM	DUAM	DUAM	DUA.M	RU	B	W	05910	O	L905938	LL	BE		
DUAN	DUAN	DUAN	D.UAN	RU	B	W	05910	O	L905937	LL	BE		
DUAP	DUAP	DUAP	DU.AP	RD	B	W	05910	O	L905939	LL	BE		
DUAT	DUAT	DUAT	DU.AT	RU	B	W	05910	O	L905941	LL	BE		
DUAU	DUAU	DUAU	DUA.U	RU	B	W	05910	O	L905943	LL	BE		
DUAW	DUAW	DUAW	DU.AW	RU	B	W	05910	M	L905945	LL	BE		
DUAX	DUAX	DUAX	DUA.X	RU	B	W	05910	O	L905946	LL	BE		
DVAA	DVAA	DVAA	D.VAA	RU	B	W	05910	O	L906364	LL	BE		
DVAC	DVAC	G7	G7		Z	Y	05910	V	L906366	LL	BE		
DVAM	DVAM	DVAM	DV.AM		B	W	05910	O	L906372		BE		
DVAR	DVAR	DVAR	DV.AR		B	W	05910	O	L906375		BE		
FTAN	FTAN	FTAN	FTA.N	RU	B	W	05920	O	H153622	LL	BE		
FTAU	FTAU	FTAU	FT.AU	RD	B	W	05920	O	H152464	LL	BE		
FTAX	FTAX	FTAX	FT.AX	RU	B	W	05920	V	H152466	LL	BE		
FTAY	FTAY	FTAY	FTA.Y	RU	B	W	05920	O	H153642	LL	BE		
FUAD	FUAD	FUAD	FUA.D	RU	B	W	05920	O	H145939	LL	BE		
FUAH	FUAH	FUAH	FUA.H	RU	B	W	05920	O	H145941	LL	BE		
FUAK	FUAK	FUAK	FU.AK	RU	B	W	05920	O	H145942	LL	BE		
FUAP	FUAP	FUAP	FUA.P	RU	B	W	05920	O	H145945	LL	BE		
FVAC	FVAC	FVAC	F.VAC	RU	B	W	05920	O	H146334	LL	BE		
FVAS	FVAS	FVAS	F.VAS	RU	B	W	05920	M	H146428	LL	BE		
FWAC	FWAC	FWAC	FWA.C	LU	B	W	05920	O	H152484	RL	BE		
FWAD	FWAD	FWAD	F.WAD	RU	B	W	05920	O	H145908	LL	BE		
FWAF	FWAF	FWAF	FW.AF	LU	B	W	05920	O	H152488	RL	BE		
FWAG	FWAG	FWAG	FWA.G	RU	B	W	05920	M	H152489	LL	BE		
FWAJ	FWAJ	FWAJ	FW.AJ	RU	B	W	05920	O	H153552	LL	BE		
FWAM	FWAM	FWAM	FW.AM	RU	B	W	05920	O	H152486	LL	BE		
FWAN	FWAN	FWAN	FWA.N	RU	B	W	05920	O	H152485	LL	BE		
FWAR	FWAR	FWAR	FW.AR	LU	B	W	05920	O	H152483	RL	BE		
FWAS	FWAS	FWAS	FWA.S	RU	B	W	05920	O	H152482	LL	BE		
FYAA	FYAA	FYAA	FY.AA	RU	B	W	05920	O	H146434	LL	BE		
FYAB	FYAB	FYAB	FYA.B	RU	B	W	05920	O	H146345	LL	BE		
FYAC	FYAC	FYAC	F.YAC	RU	B	W	05920	O	H146340	LL	BE		
FYAD	FYAD	FYAD	FY.AD	RU	B	W	05920	O	H146436	LL	BE		
FYAH	FYAH	FYAH	FY.AH	RU	B	W	05920	O	H146318	LL	BE		
FYAN	FYAN	FYAN	F.YAN	RU	B	W	05920	O	H146423	LL	BE		
FGAC	FGAC	FGAC	F.GAC	RU	B	W	05920	O	H145883	LL	BE		
FGAD	FGAD	FGAD	FG.AD	RU	B	W	05920	O	H111204	LL	BE		
FGAF	FGAF	FGAF	FGA.F	RU	B	W	05920	V	H145884	LL	BE		
FGAG	FGAG	FGAG	F.GAG	RU	B	W	05920	O	H145885	LL	BE		
FGAH	FGAH	FGAH	FG.AH	RU	B	W	05920	V	H146375	LL	BE		
FGAJ	FGAJ	FGAJ	FGA.J	RU	B	W	05920	O	H145886	LL	BE		
FGAK	FGAK	FGAK	F.GAK	RU	B	W	05920	O	H145887	LL	BE		
FGAL	FGAL	FGAL	FG.AL	RU	B	W	05920	V	H146376	LL	BE		
FGAM	FGAM	FGAM	FGA.M	RU	B	W	05920	O	H145889	LL	BE		
FGAN	FGAN	FGAN	F.GAN	RD	B	W	05920	M	H145888	LL	BE		
FGAP	FGAP	FGAP	FG.AP	RU	B	W	05920	V	H903043	LL	BE		
FGAR	FGAR	FGAR	FGA.R	RU	B	W	05920	O	H145890	LL	BE		
