Nummer	first_Nummer	NummerNieuw	NummerDesc	Plaats	RingKleurCode	InscriptieKleurCode	EuringCode	GeslachtCode	MetaalringNummer	MetaalringPlaats	MetaalringLandCode	color_ring	sovon_bird_notes
FRAK	FRAK	FRAK	FR.AK	RU	B	W	05920	O	H153988	LL	BE		
CMAA	CMAA	CMAA	CMA.A	RU	B	W	05920	O	H153990	LL	BE		
CMAB	CMAB	CMAB	C.MAB	RU	B	W	05920	O	H153991	LL	BE		
CMAC	CMAC	CMAC	CM.AC	RD	B	W	05920	O	H153992	LL	BE		
CMAG	CMAG	CMAG	CM.AG	RU	B	W	05920	O	H153994	LL	BE		
CMAX	CMAX	CMAX	C.MAX	RL	B	W	05920	O	H153995	LL	BE		
CLAM	CLAM	CLAM	CL.AM	RD	B	W	05920	O	H146489	LL	BE		
CLAN	CLAN	CLAN	CLA.N	RU	B	W	05920	O	H146490	LL	BE		
CLAP	CLAP	CLAP	C.LAP	RU	B	W	05920	O	H146491	LL	BE		
CLAR	CLAR	CLAR	CL.AR	RU	B	W	05920	O	H146492	LL	BE		
CLAS	CLAS	CLAS	CLA.S	RU	B	W	05920	O	H146493	LL	BE		
CLAW	CLAW	CLAW	C.LAW	RU	B	W	05920	O	H146495	LL	BE		
CLAL	CLAL	CLAL	C.LAL	RU	B	W	05920	O	H146496	LL	BE		
CLAU	CLAU	CLAU	CL.AU	RU	B	W	05920	O	H146497	LL	BE		
CLAH	CLAH	CLAH	C.LAH	RU	B	W	05920	O	H146498	LL	BE		
CLAK	CLAK	CLAK	CLA.K	RU	B	W	05920	O	H146499	LL	BE		
CLAV	CLAV	CLAV	CLA.V	RU	B	W	05920	O	H146500	LL	BE		
CLAX	CLAX	CLAX	CL.AX	RU	B	W	05920	O	H152702	LL	BE		
CLAZ	CLAZ	CLAZ	C.LAZ	RU	B	W	05920	O	H152703	LL	BE		
CRAA	CRAA	CRAA	CRA.A	RU	B	W	05920	O	H152704	LL	BE		
CRAB	CRAB	CRAB	C.RAB	RU	B	W	05920	O	H152705	LL	BE		
CRAC	CRAC	CRAC	CR.AC	RU	B	W	05920	O	H152706	LL	BE		
CRAD	CRAD	CRAD	CRA.D	RU	B	W	05920	O	H152707	LL	BE		
CRAF	CRAF	CRAF	C.RAF	RU	B	W	05920	O	H152708	LL	BE		
CRAG	CRAG	CRAG	CR.AG	RU	B	W	05920	O	H152709	LL	BE		
CRAH	CRAH	CRAH	CRA.H	RU	B	W	05920	O	H152710	LL	BE		
CRAJ	CRAJ	CRAJ	C.RAJ	RU	B	W	05920	O	H152711	LL	BE		
CRAK	CRAK	CRAK	CR.AK	RU	B	W	05920	O	H152712	LL	BE		
HYAA	HYAA	HYAA	HY.AA	RU	B	W	05910	O	L909226	LL	BE		
HYAB	HYAB	HYAB	HYA.B	RU	B	W	05910	O	L909227	LL	BE		
HYAD	HYAD	HYAD	HY.AD	RU	B	W	05910	O	L909229	LL	BE		
CRAN	CRAN	CRAN	CR.AN	RU	B	W	05920	O	H152714	LL	BE		
CRAL	CRAL	CRAL	CRA.L	RU	B	W	05920	O	H152713	LL	BE		
CRAP	CRAP	CRAP	CRA.P	RU	B	W	05920	O	H152715	LL	BE		
CRAS	CRAS	CRAS	CR.AS	RU	B	W	05920	O	H152717	LL	BE		
CRAT	CRAT	CRAT	CRA.T	RU	B	W	05920	O	H152718	LL	BE		
CRAU	CRAU	CRAU	C.RAU	RU	B	W	05920	O	H152719	LL	BE		
CRAV	CRAV	CRAV	CR.AV	RU	B	W	05920	O	H152720	LL	BE		
CRAW	CRAW	CRAW	CRA.W	RU	B	W	05920	O	H152721	LL	BE		
CRAX	CRAX	CRAX	C.RAX	RU	B	W	05920	O	H152722	LL	BE		
CRAZ	CRAZ	CRAZ	CRA.Z	RU	B	W	05920	O	H152723	LL	BE		
CSAA	CSAA	CSAA	CS.AA	RU	B	W	05920	O	H152724	LL	BE		
CSAC	CSAC	CSAC	C.SAC	RU	B	W	05920	O	H152725	LL	BE		
CSAF	CSAF	CSAF	CSA.F	RU	B	W	05920	O	H152726	LL	BE		
HYAH	HYAH	HYAH	HY.AH	RU	B	W	05910	O	L909234	LL	BE		
HYAG	HYAG	HYAG	H.YAG	RU	B	W	05910	O	L909225	LL	BE		
HYAC	HYAC	HYAC	H.YAC	RU	B	W	05910	O	L909222	LL	BE		
HYAF	HYAF	HYAF	HYA.F	RU	B	W	05910	O	L909238	LL	BE		
CSAB	CSAB	CSAB	CSA.B	RU	B	W	05910	O	L909302	LL	BE		
CSAG	CSAG	CSAG	C.SAG	RU	B	W	05910	M	L909303	LL	BE		
CSAJ	CSAJ	CSAJ	CSA.J	RU	B	W	05910	O	L909304	LL	BE		
CSAD	CSAD	CSAD	CS.AD	RU	B	W	05920	O	H152727	LL	BE		
HAAF	HAAF	HAAF	HA.AF	RU	B	W	05920	O	H152749	LL	BE		
CNAU	CNAU	CNAU	CNA.U	RU	B	W	05920	O	H152750	LL	BE		
CNAK	CNAK	CNAK	C.NAK	RU	B	W	05920	O	H152951	LL	BE		
CNAN	CNAN	CNAN	C.NAN	RU	B	W	05920	O	H152952	LL	BE		
CNAR	CNAR	CNAR	CNA.R	RU	B	W	05920	O	H152953	LL	BE		
CNAS	CNAS	CNAS	C.NAS	RU	B	W	05920	O	H152954	LL	BE		
CNAT	CNAT	CNAT	CN.AT	RU	B	W	05920	O	H152955	LL	BE		
HAAM	HAAM	HAAM	HA.AM	RU	B	W	05910	O	L909337	LL	BE		
HAAG	HAAG	HAAG	HAA.G	RU	B	W	05910	O	L909376	LL	BE		
HAAJ	HAAJ	HAAJ	HA.AJ	RU	B	W	05910	O	L909338	LL	BE		
HAAL	HAAL	HAAL	H.AAL	RU	B	W	05910	O	L909375	LL	BE		
HAAK	HAAK	HAAK	HAA.K	RU	B	W	05910	O	L909325	LL	BE		
HAAP	HAAP	HAAP	H.AAP	RU	B	W	05910	M	L909332	LL	BE		
HAAR	HAAR	HAAR	HA.AR	RU	B	W	05910	O	L909331	LL	BE		
HAAN	HAAN	HAAN	HAA.N	RU	B	W	05910	M	L909323	LL	BE		
HAAS	HAAS	HAAS	HAA.S	RU	B	W	05910	O	L909324	LL	BE		
HAAT	HAAT	HAAT	H.AAT	RU	B	W	05910	O	L909333	LL	BE		
HAAX	HAAX	HAAX	HA.AX	RU	B	W	05910	O	L909334	LL	BE		
HAAW	HAAW	HAAW	H.AAW	RU	B	W	05910	O	L909336	LL	BE		
HAAZ	HAAZ	HAAZ	H.AAZ	RU	B	W	05910	O	L909340	LL	BE		
HDAA	HDAA	HDAA	H.DAA	RU	B	W	05910	O	L909343	LL	BE		
HDAB	HDAB	HDAB	HD.AB	RU	B	W	05910	O	L909335	LL	BE		
HDAD	HDAD	HDAD	H.DAD	RU	B	W	05910	O	L909339	LL	BE		
HDAG	HDAG	HDAG	HDA.G	RU	B	W	05910	O	L909350	LL	BE		
HDAC	HDAC	HDAC	HDA.C	RU	B	W	05910	O	L909344	LL	BE		
HDAH	HDAH	HDAH	H.DAH	RU	B	W	05910	O	L909349	LL	BE		
HDAN	HDAN	HDAN	HDA.N	RU	B	W	05910	O	L909348	LL	BE		
HDAF	HDAF	HDAF	HD.AF	RU	B	W	05910	O	L909345	LL	BE		
HDAU	HDAU	HDAU	HD.AU	RU	B	W	05910	O	L909347	LL	BE		
HDAW	HDAW	HDAW	H.DAW	RU	B	W	05910	O	L909801	LL	BE		
HDAL	HDAL	HDAL	H.DAL	RU	B	W	05910	O	L909802	LL	BE		
HDAR	HDAR	HDAR	HD.AR	RU	B	W	05910	O	L909803	LL	BE		
HDAP	HDAP	HDAP	H.DAP	RU	B	W	05910	O	L909804	LL	BE		
HDAJ	HDAJ	HDAJ	HD.AJ	RU	B	W	05910	O	L909805	LL	BE		
HDAM	HDAM	HDAM	HD.AM	RU	B	W	05910	O	L909806	LL	BE		
HDAV	HDAV	HDAV	HDA.V	RU	B	W	05910	O	L909807	LL	BE		
HDAZ	HDAZ	HDAZ	H.DAZ	RU	B	W	05910	O	L909808	LL	BE		
HDAX	HDAX	HDAX	HD.AX	RU	B	W	05910	O	L909809	LL	BE		
HDAT	HDAT	HDAT	H.DAT	RU	B	W	05910	O	L909810	LL	BE		
HMAA	HMAA	HMAA	HMA.A	RU	B	W	05910	O	L909811	LL	BE		
HMAB	HMAB	HMAB	H.MAB	RU	B	W	05910	O	L909812	LL	BE		
HMAC	HMAC	HMAC	HM.AC	RU	B	W	05910	O	L909813	LL	BE		
HMAD	HMAD	HMAD	HMA.D	RU	B	W	05910	O	L909814	LL	BE		
HMAG	HMAG	HMAG	HM.AG	RU	B	W	05910	O	L909815	LL	BE		
HMAR	HMAR	HMAR	H.MAR	RU	B	W	05910	O	L909816	LL	BE		
HMAP	HMAP	HMAP	HMA.P	RU	B	W	05910	O	L909817	LL	BE		
HMAL	HMAL	HMAL	HMA.L	RU	B	W	05910	O	L909818	LL	BE		
HMAJ	HMAJ	HMAJ	H.MAJ	RU	B	W	05910	O	L909819	LL	BE		
HMAK	HMAK	HMAK	HM.AK	RU	B	W	05910	O	L909820	LL	BE		
HMAH	HMAH	HMAH	HMA.H	RU	B	W	05910	O	L909821	LL	BE		
HMAF	HMAF	HMAF	H.MAF	RU	B	W	05910	O	L909822	LL	BE		
HMAM	HMAM	HMAM	H.MAM	RU	B	W	05910	O	L909823	LL	BE		
HMAU	HMAU	HMAU	H.MAU	RU	B	W	05910	O	L907262	LL	BE		
HMAS	HMAS	HMAS	HM.AS	RU	B	W	05910	O	L909825	LL	BE		
HMAN	HMAN	HMAN	HM.AN	RU	B	W	05910	O	L909826	LL	BE		
HMAZ	HMAZ	HMAZ	HMA.Z	RD	B	W	05910	O	L909827	LL	BE		
HMAT	HMAT	HMAT	HMA.T	RU	B	W	05910	O	L909828	LL	BE		
HMAV	HMAV	HMAV	HM.AV	RU	B	W	05910	O	L909829	LL	BE		
HMAX	HMAX	HMAX	H.MAX	RU	B	W	05910	O	L909830	LL	BE		
HMAW	HMAW	HMAW	HMA.W	RU	B	W	05910	O	L909831	LL	BE		
HZAA	HZAA	HZAA	H.ZAA	RU	B	W	05910	O	L909832	LL	BE		
CNAP	CNAP	ZXAD	Z.XAD	RU	B	W	05920	O	H903794	LL	BE		
CNAM	CNAM	CNAM	CNA.M	RU	B	W	05920	O	H152957	LL	BE		
CFAL	CFAL	CFAL	CFA.L	RU	B	W	05920	O	H145758	LL	BE		
CFAH	CFAH	CFAH	CFA.H	RU	B	W	05920	O	H145761	LL	BE		
HNAG	HNAG	HNAG	H.NAG	RU	B	W	05910	O	L907352	LL	BE		
CFAW	CFAW	CFAW	CFA.W	RU	B	W	05920	O	H145770	LL	BE		
HSAG	HSAG	HSAG	H.SAG	RU	B	W	05910	O	L907180	LL	BE		
CJAS	CJAS	CJAS	CJ.AS	RU	B	W	05920	O	H145712	LL	BE		
CKAU	CKAU	CKAU	CKA.U	RU	B	W	05920	O	H145703	LL	BE		
HPAW	HPAW	HPAW	H.PAW	RU	B	W	05910	O	L909329	LL	BE		
HTAG	HTAG	HTAG	HTA.G	RU	B	W	05910	O	L907396	LL	BE		
HKAT	HKAT	RUAK	RUA.K	RU	B	W	05910	O	L907266	LL	BE		
HKAP	HKAP	HKAP	HK.AP	RU	B	W	05910	M	L907276	LL	BE		
CKAS	CKAS	CKAS	C.KAS	RU	B	W	05920	V	H152975	LL	BE		
HKAW	HKAW	HKAW	HK.AW	RU	B	W	05910	O	L907265	LL	BE		
HKAM	HKAM	HKAM	HKA.M	RU	B	W	05910	O	L907277	LL	BE		
HKAK	HKAK	HKAK	H.KAK	RU	B	W	05910	O	L907274	LL	BE		
HKAL	HKAL	HKAL	HK.AL	RU	B	W	05910	O	L907269	LL	BE		
HKAU	HKAU	HKAU	HKA.U	RU	B	W	05910	O	L907267	LL	BE		
CKAR	CKAR	CKAR	CKA.R	RU	B	W	05920	O	H152976	LL	BE		
CKAZ	CKAZ	CKAZ	CK.AZ	RU	B	W	05920	M	H152981	LL	BE		
CSAL	CSAL	CSAL	CS.AL	RD	B	W	05920	M	H152728	LL	BE		
CSAN	CSAN	CSAN	C.SAN	RU	B	W	05920	O	H152730	LL	BE		
CSAM	CSAM	CSAM	CSA.M	RU	B	W	05920	O	H152731	LL	BE		
CSAS	CSAS	CSAS	C.SAS	RU	B	W	05920	O	H152732	LL	BE		
CSAH	CSAH	CSAH	CS.AH	RU	B	W	05920	O	H152733	LL	BE		
CSAX	CSAX	CSAX	CSA.X	RU	B	W	05920	O	H152734	LL	BE		
CSAT	CSAT	CSAT	CS.AT	RU	B	W	05920	O	H152735	LL	BE		
CSAU	CSAU	CSAU	CSA.U	RU	B	W	05920	O	H152736	LL	BE		
CSAV	CSAV	CSAV	C.SAV	RU	B	W	05920	O	H152737	LL	BE		
CSAZ	CSAZ	CSAZ	CS.AZ	RU	B	W	05920	O	H152738	LL	BE		
CSAR	CSAR	CSAR	CSA.R	RU	B	W	05920	O	H152739	LL	BE		
CSAW	CSAW	CSAW	CS.AW	RU	B	W	05920	O	H152740	LL	BE		
CSAP	CSAP	CSAP	CS.AP	RU	B	W	05920	O	H152741	LL	BE		
CNAD	CNAD	CNAD	CN.AD	RU	B	W	05920	O	H152742	LL	BE		
CNAJ	CNAJ	CNAJ	CNA.J	RU	B	W	05920	O	H152743	LL	BE		
CNAW	CNAW	CNAW	CN.AW	RU	B	W	05920	O	H152744	LL	BE		
CNAG	CNAG	CNAG	C.NAG	RU	B	W	05920	O	H152746	LL	BE		
CNAH	CNAH	CNAH	CN.AH	RU	B	W	05920	O	H152747	LL	BE		
CNAL	CNAL	CNAL	CN.AL	RD	B	W	05920	O	H152748	LL	BE		
HZAP	HZAP	HZAP	H.ZAP	RU	B	W	05910	O	L909232	LL	BE		
HZAU	HZAU	HZAU	HZ.AU	RU	B	W	05910	O	L909236	LL	BE		
HZAC	HZAC	HZAC	HZA.C	RU	B	W	05910	O	L909249	LL	BE		
HZAM	HZAM	HZAM	HZ.AM	RU	B	W	05910	O	L909221	LL	BE		
HZAW	HZAW	HZAW	H.ZAW	RU	B	W	05910	O	L909231	LL	BE		
HZAD	HZAD	HZAD	H.ZAD	RU	B	W	05910	V	L909250	LL	BE		
HZAF	HZAF	HZAF	HZ.AF	RU	B	W	05910	O	L909224	LL	BE		
HZAL	HZAL	HZAL	H.ZAL	RU	B	W	05910	O	L909237	LL	BE		
HZAK	HZAK	HZAK	HZA.K	RU	B	W	05910	M	L909228	LL	BE		
HZAT	HZAT	HZAT	H.ZAT	RU	B	W	05910	O	L909233	LL	BE		
HZAS	HZAS	HZAS	HZA.S	RU	B	W	05910	V	L909230	LL	BE		
HZAX	HZAX	HZAX	HZ.AX	RU	B	W	05910	O	L909223	LL	BE		
HZAR	HZAR	HZAR	HZ.AR	RU	B	W	05910	O	L909247	LL	BE		
KJAL	KJAL	KJAL	KJ.AL	RD	B	W	05910	O	L909248	LL	BE		
HZAV	HZAV	HZAV	HZA.V	RU	B	W	05910	M	L909239	LL	BE		
HZAZ	HZAZ	HZAZ	H.ZAZ	RU	B	W	05910	O	L909241	LL	BE		
HZAG	HZAG	HZAG	HZA.G	RU	B	W	05910	O	L909245	LL	BE		
HZAN	HZAN	HZAN	HZA.N	RU	B	W	05910	O	L909244	LL	BE		
HZAJ	HZAJ	HZAJ	HZ.AJ	RU	B	W	05910	O	L909243	LL	BE		
HZAH	HZAH	HZAH	H.ZAH	RU	B	W	05910	O	L909242	LL	BE		
HCAP	HCAP	HCAP	HC.AP	RU	B	W	05910	V	L909833	LL	BE		
HCAM	HCAM	AKOL	A.KOL	RU	B	W	05910	O	L909834	LL	BE		
KJAG	KJAG	KJAG	KJ.AG	RU	B	W	05910	O	L909835	LL	BE		
HCAR	HCAR	HCAR	HCA.R	RU	B	W	05910	O	L909836	LL	BE		
KJAF	KJAF	KJAF	KJ.AF	RU	B	W	05910	O	L909837	LL	BE		
KJAD	KJAD	KJAD	KJ.AD	RU	B	W	05910	O	L909838	LL	BE		
HCAG	HCAG	HCAG	H.CAG	RU	B	W	05910	M	L909839	LL	BE		
HCAH	HCAH	DCOG	DCO.G	RD	B	W	05910	O	L909840	LL	BE		
HCAJ	HCAJ	HCAJ	HCA.J	RU	B	W	05910	O	L909841	LL	BE		
HCAZ	HCAZ	HCAZ	HC.AZ	RU	B	W	05910	O	L909842	LL	BE		
HCAX	HCAX	HCAX	HCA.X	RU	B	W	05910	O	L909843	LL	BE		
HCAU	HCAU	TMAT	T.MAT	RU	B	W	05910	M	L914810	LL	BE		
HCAV	HCAV	HCAV	H.CAV	RU	B	W	05910	O	L909846	LL	BE		
HCAW	HCAW	HCAW	HC.AW	RU	B	W	05910	O	L909847	LL	BE		
KJAN	KJAN	KJAN	KJ.AN	RU	B	W	05910	O	L909848	LL	BE		
KJAP	KJAP	KJAP	KJ.AP	RU	B	W	05910	O	L909849	LL	BE		
HCAK	HCAK	HCAK	H.CAK	RU	B	W	05910	O	L909850	LL	BE		
HCAL	HCAL	HCAL	HC.AL	RU	B	W	05910	O	L907251	LL	BE		
HJAZ	HJAZ	HJAZ	HJA.Z	RU	B	W	05910	O	*L909158	LL	BE		
HCAN	HCAN	HCAN	H.CAN	RU	B	W	05910	O	L907254	LL	BE		
KJAR	KJAR	KJAR	KJ.AR	RU	B	W	05910	O	L907255	LL	BE		
HCAS	HCAS	HCAS	H.CAS	RU	B	W	05910	O	L907256	LL	BE		
HRAA	HRAA	HRAA	HRA.A	RU	B	W	05910	M	L909162	LL	BE		
HRAB	HRAB	HRAB	H.RAB	RU	B	W	05910	O	L907259	LL	BE		
HZAB	HZAB	HZAB	HZ.AB	RU	B	W	05910	V	L909246	LL	BE		
CPAA	CPAA	CPAA	C.PAA	RU	B	W	05920	O	H152958	LL	BE		
KUAB	KUAB	KUAB	KU.AB	RU	B	W	05920	O	H152959	LL	BE		
KUAL	KUAL	KUAL	KU.AL	RU	B	W	05920	O	H152960	LL	BE		
KUAM	KUAM	KUAM	KU.AM	RU	B	W	05920	O	H152961	LL	BE		
KUAT	KUAT	KUAT	KU.AT	RU	B	W	05920	M	H152962	LL	BE		
KUAS	KUAS	KUAS	KU.AS	RU	B	W	05920	O	H152963	LL	BE		
CPAJ	CPAJ	CPAJ	CP.AJ	RU	B	W	05920	O	H152964	LL	BE		
KUAF	KUAF	KUAF	KU.AF	RU	B	W	05920	M	H903045	LL	BE		
KUAJ	KUAJ	KUAJ	KU.AJ	RU	B	W	05920	O	H152966	LL	BE		
KUAK	KUAK	KUAK	KU.AK	RU	B	W	05920	O	H152967	LL	BE		
CPAH	CPAH	CPAH	C.PAH	RU	B	W	05920	M	H152968	LL	BE		
CPAB	CPAB	CPAB	CP.AB	RU	B	W	05920	O	H152969	LL	BE		
CPAK	CPAK	CPAK	CPA.K	RU	B	W	05920	O	H152970	LL	BE		
CPAV	CPAV	CPAV	CPA.V	RU	B	W	05920	O	H152971	LL	BE		
HLAD	HLAD	HLAD	H.LAD	RU	B	W	05910	O	L909170	LL	BE		
CHAN	CHAN	CHAN	CHA.N	RU	B	W	05920	O	H145731	LL	BE		
CHAT	CHAT	CHAT	C.HAT	RU	B	W	05920	O	H145726	LL	BE		
CHAF	CHAF	CHAF	CH.AF	RU	B	W	05920	M	H145730	LL	BE		
KSAM	KSAM	KSAM	KS.AM	RU	B	W	05920	M	H152240	LL	BE		
KPAL	KPAL	KPAL	KP.AL	RU	B	W	05920	M	H152224	LL	BE		
HUAF	HUAF	UFAW	U.FAW	RU	B	W	05910	V	L914825	LL	BE		
CHAP	CHAP	CHAP	C.HAP	RU	B	W	05920	O	H145724	LL	BE		
CHAU	CHAU	CHAU	CH.AU	RU	B	W	05920	O	H145720	LL	BE		
KCAH	KCAH	KCAH	KC.AH	RU	B	W	05910	V	L909271	LL	BE		
KTAC	KTAC	KTAC	KT.AC	RU	B	W	05920	O	H152352	LL	BE		
CKAX	CKAX	CKAX	CKA.X	RU	B	W	05920	O	H152979	LL	BE		
CKAM	CKAM	CKAM	CKA.M	RU	B	W	05920	O	H152980	LL	BE		
CKAD	CKAD	CKAD	CK.AD	RU	B	W	05920	O	H152983	LL	BE		
CKAF	CKAF	CKAF	CKA.F	RU	B	W	05920	O	H152984	LL	BE		
KCAA	KCAA	KCAA	KC.AA	RU	B	W	05910	O	L909286	LL	BE		
KCAC	KCAC	KCAC	KC.AC	RU	B	W	05910	O	L909287	LL	BE		
KCAD	KCAD	KCAD	KC.AD	RD	B	W	05910	O	L909265	LL	BE		
KCAK	KCAK	KCAK	KC.AK	RD	B	W	05910	M	L909263	LL	BE		
KSAV	KSAV	KSAV	KS.AV	RU	B	W	05920	M	H152247	LL	BE		
KFAD	KFAD	KFAD	KF.AD	RU	B	W	05910	V	L909284	LL	BE		
KFAG	KFAG	KFAG	KF.AG	RU	B	W	05910	M	L909288	LL	BE		
KFAH	KFAH	KFAH	KF.AH	RU	B	W	05910	O	L909289	LL	BE		
KFAJ	KFAJ	KFAJ	KF.AJ	RD	B	W	05910	O	L909290	LL	BE		
KFAL	KFAL	KFAL	KF.AL	RU	B	W	05910	M	L909652	LL	BE		
KFAM	KFAM	KFAM	KF.AM	RU	B	W	05910	V	L909653	LL	BE		
KFAN	KFAN	KFAN	KF.AN	RU	B	W	05910	M	L909654	LL	BE		
KFAP	KFAP	KFAP	KF.AP	RU	B	W	05910	O	L909655	LL	BE		
KFAR	KFAR	KFAR	KF.AR	RU	B	W	05910	V	L909656	LL	BE		
KFAS	KFAS	KFAS	KF.AS	RU	B	W	05910	M	L909657	LL	BE		
KFAT	KFAT	KFAT	KF.AT	RU	B	W	05910	O	L909658	LL	BE		
KFAU	KFAU	KFAU	KF.AU	RU	B	W	05910	O	L909659	LL	BE		
KFAV	KFAV	KFAV	KF.AV	RD	B	W	05910	V	L909660	LL	BE		
KFAW	KFAW	KFAW	KF.AW	RU	B	W	05910	O	L909661	LL	BE		
KFAZ	KFAZ	KFAZ	KF.AZ	RU	B	W	05910	M	L909662	LL	BE		
KGAB	KGAB	KGAB	KG.AB	RU	B	W	05910	O	L909663	LL	BE		
KGAC	KGAC	KGAC	KG.AC	RU	B	W	05910	M	L909664	LL	BE		
KGAD	KGAD	KGAD	KG.AD	RU	B	W	05910	M	L909665	LL	BE		
KGAF	KGAF	KGAF	KG.AF	RU	B	W	05910	V	L909666	LL	BE		
KGAG	KGAG	KGAG	KG.AG	RU	B	W	05910	V	L909667	LL	BE		
KGAH	KGAH	KGAH	KG.AH	RU	B	W	05910	V	L909668	LL	BE		
KGAJ	KGAJ	KGAJ	KG.AJ	RU	B	W	05910	V	L909669	LL	BE		
KGAL	KGAL	KGAL	KG.AL	RU	B	W	05910	V	L909670	LL	BE		
CNAV	CNAV	CNAV	C.NAV	RU	B	W	05920	O	*H152991	LL	BE		
HRAW	HRAW	HRAW	HRA.W	RU	B	W	05910	O	L909161	LL	BE		
CHAK	CHAK	CHAK	CHA.K	RU	B	W	05920	O	H145732	LL	BE		
HRAZ	HRAZ	HRAZ	HRA.Z	RU	B	W	05910	O	L909163	LL	BE		
HRAV	HRAV	HRAV	HR.AV	RU	B	W	05920	O	H145753	LL	BE		
HLAA	HLAA	HLAA	H.LAA	RU	B	W	05910	O	L909164	LL	BE		
HLAC	HLAC	HLAC	HLA.C	RU	B	W	05910	O	L909165	LL	BE		
HLAH	HLAH	HLAH	H.LAH	RU	B	W	05910	O	L909166	LL	BE		
HLAK	HLAK	HLAK	HLA.K	RU	B	W	05910	O	L909168	LL	BE		
HLAF	HLAF	HLAF	HL.AF	RU	B	W	05910	O	L909169	LL	BE		
CPAZ	CPAZ	CPAZ	C.PAZ	RU	B	W	05920	O	H145754	LL	BE		
CFAD	CFAD	CFAD	CFA.D	RU	B	W	05920	O	H145755	LL	BE		
HLAN	HLAN	HLAN	HLA.N	RU	B	W	05910	O	L909171	LL	BE		
HLAB	HLAB	HLAB	HL.AB	RU	B	W	05910	O	L909172	LL	BE		
HLAJ	HLAJ	HLAJ	HL.AJ	RU	B	W	05910	O	L909173	LL	BE		
HLAT	HLAT	HLAT	H.LAT	RU	B	W	05910	O	L909174	LL	BE		
HLAW	HLAW	HLAW	H.LAW	RU	B	W	05910	O	L909176	LL	BE		
HLAV	HLAV	HLAV	HLA.V	RU	B	W	05910	O	L909177	LL	BE		
CFAF	CFAF	CFAF	C.FAF	RU	B	W	05920	O	H145756	LL	BE		
HLAR	HLAR	HLAR	HL.AR	RU	B	W	05910	O	L909178	LL	BE		
HLAP	HLAP	HLAP	H.LAP	RU	B	W	05910	M	L909179	LL	BE		
HLAG	HLAG	HLAG	HLA.G	LD	B	W	05910	O	L909180	LL	BE		
HLAU	HLAU	HLAU	HL.AU	RU	B	W	05910	O	L909181	LL	BE		
HLAS	HLAS	HLAS	HLA.S	RU	B	W	05910	M	L909182	LL	BE		
HLAX	HLAX	HLAX	HL.AX	RU	B	W	05910	O	L909183	LL	BE		
CFAG	CFAG	CFAG	CF.AG	RU	B	W	05920	O	H145757	LL	BE		
HLAZ	HLAZ	HLAZ	H.LAZ	RU	B	W	05910	O	L909184	LL	BE		
HNAA	HNAA	HNAA	HN.AA	RU	B	W	05910	O	L909185	LL	BE		
HNAB	HNAB	HNAB	HNA.B	RU	B	W	05910	O	L909186	LL	BE		
HHAZ	HHAZ	HHAZ	H.HAZ	RU	B	W	05910	O	*L909160	LL	BE		
KJAM	KJAM	KJAM	KJ.AM	RU	B	W	05910	M	L907306	LL	BE		
CFAU	CFAU	CFAU	C.FAU	RU	B	W	05920	M	H145768	LL	BE		
CGAC	CGAC	CGAC	C.GAC	RU	B	W	05920	M	H145775	LL	BE		
KPAJ	KPAJ	KPAJ	KP.AJ	RU	B	W	05920	V	H152221	LL	BE		
CFAZ	CFAZ	CFAZ	CFA.Z	RU	B	W	05920	O	H145772	LL	BE		
CPAX	CPAX	CPAX	CP.AX	RU	B	W	05920	O	H152999	LL	BE		
CGAU	CGAU	CGAU	CGA.U	RU	B	W	05920	O	H145790	LL	BE		
KTAK	KTAK	KTAK	KT.AK	RU	B	W	05920	V	H152355	LL	BE		
CKAH	CKAH	CKAH	CK.AH	RU	B	W	05920	O	H145799	LL	BE		
HUAT	HUAT	HUAT	HUA.T	RU	B	W	05910	O	L907189	LL	BE		
KSAW	KSAW	KSAW	KS.AW	RU	B	W	05920	V	H152248	LL	BE		
KSAD	KSAD	KSAD	KS.AD	RU	B	W	05910	M	L909267	LL	BE		
KSAA	KSAA	KSAA	KS.AA	RU	B	W	05920	M	H152232	LL	BE		
KSAB	KSAB	KSAB	KS.AB	RD	B	W	05920	V	H152233	LL	BE		
KSAG	KSAG	KSAG	KS.AG	RU	B	W	05920	V	H152235	LL	BE		
KSAH	KSAH	KSAH	KS.AH	RU	B	W	05920	O	H152236	LL	BE		
KSAK	KSAK	KSAK	KS.AK	RU	B	W	05920	V	H152238	LL	BE		
KSAL	KSAL	KSAL	KS.AL	RU	B	W	05920	M	H152239	LL	BE		
KSAR	KSAR	KSAR	KS.AR	RU	B	W	05920	M	H152243	LL	BE		
KSAS	KSAS	KSAS	KS.AS	RU	B	W	05920	V	H152244	LL	BE		
KSAT	KSAT	KSAT	KS.AT	RU	B	W	05920	O	H152245	LL	BE		
KSAU	KSAU	KSAU	KS.AU	RU	B	W	05920	M	H152246	LL	BE		
KSAZ	KSAZ	KSAZ	KS.AZ	RU	B	W	05920	O	H152249	LL	BE		
KTAA	KTAA	KTAA	KT.AA	RU	B	W	05920	V	H152250	LL	BE		
KTAB	KTAB	KTAB	KT.AB	RD	B	W	05920	M	H152351	LL	BE		
KTAF	KTAF	KTAF	KT.AF	RD	B	W	05920	V	5334503	LL	NL		
KTAG	KTAG	KTAG	KT.AG	RU	B	W	05920	M	H152354	LL	BE		
